row_id,doc_id,sent_id,text_raw,text_norm,quarter_end,cik,prev_text_raw,prev_text_norm,text_len_chars,short_sentence,heuristic_needs_context,proxy_label_main,proxy_flag_mixed_ab,proxy_c_subtype,legacy_hint_impact,legacy_hint_remediation,legacy_hint_attestation,legacy_hint_find_opinion,legacy_hint_find_remedia_header,legacy_hint_remedia_start_seq,legacy_ab,legacy_negative,split,pred_label,prob_ISSUE,prob_REMEDIATION,prob_OTHER,prob_max,margin_top2,review_flag,auto_accept,model_version,selection_reason,priority_rank
313,0000039273_2006_4,5,"as a result of this assessment, management identified the following material weakness, as defined by the public company accounting oversight board's auditing standard no. 2, as of december 31, 2006.",as a result of this assessment management identified the following material weakness as defined by the public company accounting oversight board s auditing standard no <num> as of <month> <num> <year>,2006-12-31,39273,,,200,0,1,OTHER,0,effect,0,0,0,False,False,,0,1,test,ISSUE,0.5090538653258155,0.005337386310495,0.4856087483636893,0.5090538653258155,0.0234451169621262,1,0,e5_logreg,margin,16
332,0000317477_2010_4,21,"(3) in january 2010, the company implemented a share-based compensation and equity administration software system.",<num> in <month> <year> the company implemented a share based compensation and equity administration software system,2010-09-30,317477,"additionally, senior accounting personnel and the principal accounting officer are required to review complex, non-routine transactions to evaluate and approve the accounting treatment for such transactions.",additionally senior accounting personnel and the principal accounting officer are required to review complex non routine transactions to evaluate and approve the accounting treatment for such transactions,116,1,0,OTHER,0,background,0,0,0,False,False,35.0,0,1,test,REMEDIATION,0.0291466772776895,0.6405739126507298,0.3302794100715806,0.6405739126507298,0.3102945025791492,1,0,e5_logreg,disagreement,17
334,0000317477_2010_4,23,"(4) in march 2010, the company implemented a financial planning and analysis (fp&a) process, which included creating a complete consolidated and departmental fiscal 2010 annual budget.",<num> in <month> <year> the company implemented a financial planning and analysis fp a process which included creating a complete consolidated and departmental fiscal <year> annual budget,2010-09-30,317477,"transactions are now processed and reported by the accounting department, our legal department reviews contractual terms, and accounting executives perform a complete review of inputs and outputs prior to recording in the general ledger.",transactions are now processed and reported by the accounting department our legal department reviews contractual terms and accounting executives perform a complete review of inputs and outputs prior to recording in the general ledger,187,0,0,OTHER,0,background,0,0,0,False,False,35.0,0,1,test,REMEDIATION,0.0396332585229966,0.4809917883088253,0.4793749531681779,0.4809917883088253,0.0016168351406473,1,0,e5_logreg,margin,18
354,0000914712_2018_4,15,"plan for remediation of the material weakness in internal control over financial reporting the company is in the process of creating a formal process related to the design and implementation of controls over the accounting policies for complex, non-routine transactions.",plan for remediation of the material weakness in internal control over financial reporting the company is in the process of creating a formal process related to the design and implementation of controls over the accounting policies for complex non routine transactions,2018-07-31,914712,please see their report included in this item 9a below.,please see their report included in this item 9a below,268,0,0,REMEDIATION,0,other,0,1,0,False,True,15.0,0,0,trainval,REMEDIATION,0.112115223311756,0.7105807615715402,0.1773040151167038,0.7105807615715402,0.5332767464548362,1,0,e5_logreg,disagreement,19
382,0000717954_2023_4,26,"we believe that these actions, when fully implemented, will remediate the material weakness, however, as we continue to evaluate and improve the applicable controls, management may determine that additional remediation measures are required.",we believe that these actions when fully implemented will remediate the material weakness however as we continue to evaluate and improve the applicable controls management <month> determine that additional remediation measures are required,2023-08-26,717954,"the intended remediation actions include. creating and filling an it compliance oversight function, (ii) remediating the known issues that were identified in the areas of manage change and manage access, (iii) performing a more comprehensive review of current user access and our itgcs, including the applicable monitoring controls, (iv) developing enhanced procedures and controls related to changes in it systems, . developing and implementing additional training and awareness programs addressing itgcs and policies, including educating control owners concerning the principles and requirements of each control, with a focus on user access, and (vi) increasing the extent of oversight and verification included in the operation of user access controls and processes.",the intended remediation actions include creating and filling an it compliance oversight function ii remediating the known issues that were identified in the areas of manage change and manage access iii performing a more comprehensive review of current user access and our itgcs including the applicable monitoring controls iv developing enhanced procedures and controls related to changes in it systems developing and implementing additional training and awareness programs addressing itgcs and policies including educating control owners concerning the principles and requirements of each control with a focus on user access and vi increasing the extent of oversight and verification included in the operation of user access controls and processes,239,0,0,REMEDIATION,0,other,0,1,0,False,True,14.0,0,0,trainval,OTHER,0.0085660497096405,0.4249915198703188,0.5664424304200405,0.5664424304200405,0.1414509105497216,1,0,e5_logreg,diversity,20
386,0000063276_2024_4,10,"completed remediation actions as previously disclosed in item 8 of our annual report on form 10-k for the fiscal year ended december 31, 2023, management identified that software program change monitoring controls were not effectively designed to detect inappropriate changes to certain information technology systems.",completed remediation actions as previously disclosed in item <num> of our annual report on form <num> k for the fiscal year ended <month> <num> <year> management identified that software program change monitoring controls were not effectively designed to detect inappropriate changes to certain information technology systems,2024-12-31,63276,"the control deficiencies described above did not result in a material misstatement to mattel’s consolidated financial statements; however, those deficiencies raise a reasonable possibility that a material misstatement to the consolidated financial statements would not be prevented or detected on a timely basis.",the control deficiencies described above did not result in a material misstatement to mattel s consolidated financial statements however those deficiencies raise a reasonable possibility that a material misstatement to the consolidated financial statements would not be prevented or detected on a timely basis,326,0,0,REMEDIATION,0,other,0,1,0,False,True,10.0,0,0,trainval,ISSUE,0.510556744007629,0.0130999305436238,0.4763433254487472,0.510556744007629,0.0342134185588817,1,0,e5_logreg,margin,21
389,0000063276_2024_4,13,"remaining remediation actions during the quarter ended december 31, 2024, management completed the design of new user access provisioning and review controls for certain systems.",remaining remediation actions during the quarter ended <month> <num> <year> management completed the design of new user access provisioning and review controls for certain systems,2024-12-31,63276,"during the quarter ended december 31, 2024, management completed its testing of the operating effectiveness of these controls and concluded that the deficiency had been remediated.",during the quarter ended <month> <num> <year> management completed its testing of the operating effectiveness of these controls and concluded that the deficiency had been remediated,179,0,0,REMEDIATION,0,other,0,1,0,False,True,10.0,0,0,trainval,REMEDIATION,0.0169082234433608,0.5033992977588256,0.4796924787978134,0.5033992977588256,0.0237068189610121,1,0,e5_logreg,margin,22
401,0001014739_2005_4,11,"based on management’s assessment of internal control over financial reporting as of december 31, 2005, we have identified and reported to our audit committee the following material weaknesses in internal control over financial reporting.",based on management s assessment of internal control over financial reporting as of <month> <num> <year> we have identified and reported to our audit committee the following material weaknesses in internal control over financial reporting,2005-12-31,1014739,,,238,0,0,OTHER,0,status,0,0,0,False,False,28.0,0,1,trainval,ISSUE,0.5158159554764606,0.0048867872639873,0.4792972572595522,0.5158159554764606,0.0365186982169084,1,0,e5_logreg,margin,23
422,0001014739_2005_4,35,"with respect to our remediation plans, we believe that the actions noted below in information technology and finance will remedy our material weaknesses.",with respect to our remediation plans we believe that the actions noted below in information technology and finance will remedy our material weaknesses,2005-12-31,1014739,"in addition, the company has made a number of acquisitions in recent years that resulted in the company operating and maintaining a number of different information systems.",in addition the company has made a number of acquisitions in recent years that resulted in the company operating and maintaining a number of different information systems,151,0,0,REMEDIATION,0,other,0,1,0,False,True,28.0,0,0,trainval,REMEDIATION,0.0451241066641998,0.508852134127054,0.4460237592087461,0.508852134127054,0.0628283749183078,1,0,e5_logreg,disagreement,24
436,0001014739_2005_4,49,revenue recognition .,revenue recognition,2005-12-31,1014739,"in addition, we have restricted the ability to make changes to our production software systems to a limited number of individuals in the it function.",in addition we have restricted the ability to make changes to our production software systems to a limited number of individuals in the it function,19,1,0,REMEDIATION,0,other,0,1,0,False,False,28.0,0,0,trainval,OTHER,0.0631706543845738,0.4528348773395714,0.4839944682758547,0.4839944682758547,0.0311595909362832,1,0,e5_logreg,margin,25
440,0001014739_2005_4,53,"as of december 31, 2005, we had multiple community pharmacy systems — each with a unique pharmacy dispensing, revenue transaction and receivables process.",as of <month> <num> <year> we had multiple community pharmacy systems each with a unique pharmacy dispensing revenue transaction and receivables process,2005-12-31,1014739,we will monitor adherence to these system and manual controls.,we will monitor adherence to these system and manual controls,152,0,0,REMEDIATION,0,other,0,1,0,False,False,28.0,0,0,trainval,REMEDIATION,0.1316967941492423,0.4501328271675202,0.4181703786832373,0.4501328271675202,0.0319624484842828,1,0,e5_logreg,margin,26
441,0001014739_2005_4,54,"in 2006, we intend to consolidate to one community pharmacy platform.",in <year> we intend to consolidate to one community pharmacy platform,2005-12-31,1014739,"as of december 31, 2005, we had multiple community pharmacy systems — each with a unique pharmacy dispensing, revenue transaction and receivables process.",as of <month> <num> <year> we had multiple community pharmacy systems each with a unique pharmacy dispensing revenue transaction and receivables process,69,1,0,REMEDIATION,0,other,0,1,0,False,False,28.0,0,0,trainval,OTHER,0.0279960403861772,0.4807449472237537,0.4912590123900691,0.4912590123900691,0.0105140651663154,1,0,e5_logreg,margin,27
443,0001014739_2005_4,56,accounts receivable .,accounts receivable,2005-12-31,1014739,we believe that the consolidation of systems in our community pharmacies will improve our control environment and reduce the likelihood of revenue adjustments.,we believe that the consolidation of systems in our community pharmacies will improve our control environment and reduce the likelihood of revenue adjustments,19,1,0,REMEDIATION,0,other,0,1,0,False,False,28.0,0,0,trainval,ISSUE,0.3810440559066568,0.26444271656361,0.3545132275297331,0.3810440559066568,0.0265308283769236,1,0,e5_logreg,margin,28
456,0001014739_2005_4,69,we implemented an improved process to quantify and document our estimates for uncollectible accounts in the fourth quarter of 2005.,we implemented an improved process to quantify and document our estimates for uncollectible accounts in the fourth quarter of <year>,2005-12-31,1014739,"also, we are developing an automated workflow and collection tool which we intend to implement in the second quarter for both our community and mail pharmacies that will focus our collectors’ efforts and better measure performance.",also we are developing an automated workflow and collection tool which we intend to implement in the second quarter for both our community and mail pharmacies that will focus our collectors efforts and better measure performance,132,1,0,REMEDIATION,0,other,0,1,0,False,False,28.0,0,0,trainval,REMEDIATION,0.2601946070918506,0.6678372546400902,0.071968138268059,0.6678372546400902,0.4076426475482396,1,0,e5_logreg,disagreement,29
489,0000067279_2013_4,11,the company and its board of directors take the control and integrity of the company¡¯s financial statements seriously and believe that it is essential to maintain a strong internal control environment.,the company and its board of directors take the control and integrity of the company ¯s financial statements seriously and believe that it is essential to maintain a strong internal control environment,2013-12-31,67279,"kpmg llp, an independent registered public accounting firm, has issued an adverse auditors¡¯ report on management¡¯s assessment of the company¡¯s internal control over financial reporting as of december 31, 2013, which is included elsewhere in this form 10-k.",kpmg llp an independent registered public accounting firm has issued an adverse auditors ¯ report on management ¯s assessment of the company ¯s internal control over financial reporting as of <month> <num> <year> which is included elsewhere in this form <num> k,201,0,0,REMEDIATION,0,other,0,1,0,False,False,10.0,0,0,trainval,OTHER,0.0161052985263655,0.4909549317831208,0.4929397696905136,0.4929397696905136,0.0019848379073927,1,0,e5_logreg,margin,30
529,0001140098_2013_4,19,remediation of material weakness — technical accounting related to derivative accounting.,remediation of material weakness technical accounting related to derivative accounting,2013-12-31,1140098,"other than as described below, there was no change in our internal control over financial reporting during the fourth quarter of 2013 that has materially affected, or is reasonably likely to materially affect, our internal control over financial reporting.",other than as described below there was no change in our internal control over financial reporting during the fourth quarter of <year> that has materially affected or is reasonably likely to materially affect our internal control over financial reporting,86,1,0,REMEDIATION,0,other,0,1,0,False,True,19.0,0,0,trainval,ISSUE,0.4574495376646837,0.1055349320765122,0.4370155302588041,0.4574495376646837,0.0204340074058796,1,0,e5_logreg,margin,31
543,0000890801_2005_4,7,"financial close process during the first three quarters of 2005, management detected errors subsequent to the completion of its interim financial close and reporting processes, which were deemed to not be material on an individual or aggregate basis.",financial close process during the first three quarters of <year> management detected errors subsequent to the completion of its interim financial close and reporting processes which were deemed to not be material on an individual or aggregate basis,2005-12-31,890801,"in performing the assessment, our management has identified one material weakness in internal control over financial reporting as of december 31, 2005 that relates to our financial close process.",in performing the assessment our management has identified one material weakness in internal control over financial reporting as of <month> <num> <year> that relates to our financial close process,249,0,0,OTHER,0,background,0,0,0,False,False,8.0,0,1,trainval,ISSUE,0.9437298325591498,0.0090850059781704,0.0471851614626797,0.9437298325591498,0.8965446710964701,0,1,e5_logreg,random,32
565,0001285224_2010_4,15,this loan officer is no longer with the company.,this loan officer is no longer with the company,2010-12-31,1285224,the scope of the company's internal investigation was extensive and included loan related activities and other matters involving improper activities of a loan officer.,the scope of the company s internal investigation was extensive and included loan related activities and other matters involving improper activities of a loan officer,47,1,1,OTHER,0,background,0,0,0,False,False,26.0,0,1,trainval,REMEDIATION,0.3017987231049358,0.3673399309257115,0.3308613459693527,0.3673399309257115,0.0364785849563588,1,0,e5_logreg,margin,33
575,0001285224_2010_4,26,remediation efforts in 2011 .,remediation efforts in <year>,2010-12-31,1285224,"management determined that these significant control deficiencies, combined with the material adjustment to the company's allowance for loan loss and related provision for loan losses, constitute a material weakness in the company's internal control over financial reporting.",management determined that these significant control deficiencies combined with the material adjustment to the company s allowance for loan loss and related provision for loan losses constitute a material weakness in the company s internal control over financial reporting,29,1,0,REMEDIATION,0,other,0,1,0,False,True,26.0,0,0,trainval,OTHER,0.0088238527883961,0.1316783938336143,0.8594977533779895,0.8594977533779895,0.7278193595443752,0,1,e5_logreg,random,34
594,0000783412_2014_4,21,this resulted in material audit adjustments that primarily offset a previously recorded income tax benefit as well as additional disclosures in our consolidated financial statements.,this resulted in material audit adjustments that primarily offset a previously recorded income tax benefit as well as additional disclosures in our consolidated financial statements,2014-09-30,783412,"in this regard, as noted elsewhere in this form 10-k, we were required to amend our form 10-q for the third quarter of fiscal 2014 to correct a misstatement in connection with our income tax accounting for one of our acquisitions.",in this regard as noted elsewhere in this form <num> k we were required to amend our form <num> q for the third quarter of fiscal <year> to correct a misstatement in connection with our income tax accounting for one of our acquisitions,181,0,1,ISSUE,0,other,1,0,0,False,False,,0,0,trainval,ISSUE,0.7635517514283493,0.0951733438074674,0.1412749047641831,0.7635517514283493,0.6222768466641662,0,1,e5_logreg,disagreement,35
597,0000783412_2014_4,24,"in addition, we intend to analyze whether we can improve the level of precision and redundancy in our mitigating controls.",in addition we intend to analyze whether we can improve the level of precision and redundancy in our mitigating controls,2014-09-30,783412,"that said, we intend to consider engaging additional third party consultants as appropriate to identify and assist us with accounting, tax and financial reporting issues.",that said we intend to consider engaging additional third party consultants as appropriate to identify and assist us with accounting tax and financial reporting issues,120,1,0,OTHER,0,effect,0,0,0,False,False,,0,1,trainval,REMEDIATION,0.064766087382735,0.8640097978584335,0.0712241147588314,0.8640097978584335,0.792785683099602,0,1,e5_logreg,random,36
601,0000783412_2014_4,28,"financial statements and supplementary data contain an unqualified audit opinion from bdo usa, llp.",financial statements and supplementary data contain an unqualified audit opinion from bdo usa llp,2014-09-30,783412,"also, the company’s consolidated financial statements in item 8.",also the company s consolidated financial statements in item <num>,97,1,0,OTHER,0,background,0,0,0,False,False,,0,1,trainval,OTHER,0.3629543047742736,0.247125269240972,0.3899204259847543,0.3899204259847543,0.0269661212104807,1,0,e5_logreg,margin,37
608,0000317788_2016_4,18,"hired a chief accounting officer “cao” on february 27, 2015 (who recently resigned; mr.",hired a chief accounting officer cao on <month> <num> <year> who recently resigned mr,2016-03-31,317788,completed actions .,completed actions,85,1,0,REMEDIATION,0,other,0,1,0,False,False,15.0,0,0,trainval,ISSUE,0.4039357811098591,0.2114025962642798,0.3846616226258612,0.4039357811098591,0.0192741584839979,1,0,e5_logreg,margin,38
610,0000317788_2016_4,20,the cao hired during fiscal 2015 was with the company for all of fiscal 2016 and through the year end close process.,the cao hired during fiscal <year> was with the company for all of fiscal <year> and through the year end close process,2016-03-31,317788,david wesch is now our current acting cao).,david wesch is now our current acting cao,119,1,0,REMEDIATION,0,other,0,1,0,False,False,15.0,0,0,trainval,OTHER,0.047260655226607,0.4739974538915941,0.4787418908817988,0.4787418908817988,0.0047444369902047,1,0,e5_logreg,margin,39
628,0000028823_2018_4,10,"accordingly, .",accordingly,2018-12-31,28823,"based on this assessment, management identified the following control deficiencies.",based on this assessment management identified the following control deficiencies,11,1,1,OTHER,0,background,0,0,0,False,False,22.0,0,1,trainval,REMEDIATION,0.0445145274332674,0.4932066125058978,0.4622788600608347,0.4932066125058978,0.0309277524450631,1,0,e5_logreg,margin,40
