row_id,doc_id,sent_id,text_raw,text_norm,quarter_end,cik,prev_text_raw,prev_text_norm,text_len_chars,short_sentence,heuristic_needs_context,proxy_label_main,proxy_flag_mixed_ab,proxy_c_subtype,legacy_hint_impact,legacy_hint_remediation,legacy_hint_attestation,legacy_hint_find_opinion,legacy_hint_find_remedia_header,legacy_hint_remedia_start_seq,legacy_ab,legacy_negative,split,pred_label,prob_ISSUE,prob_REMEDIATION,prob_OTHER,prob_max,margin_top2,review_flag,auto_accept,model_version,label_main,flag_mixed_ab,flag_needs_context,c_subtype,annotator,label_version,note
516,0001175535_2018_4,16,enhancements to internal controls regarding the adoption of new accounting pronouncements including.,enhancements to internal controls regarding the adoption of new accounting pronouncements including,2018-12-31,1175535,"the remediation efforts summarized below, which are either implemented or in the process of being implemented, are intended to address the identified material weakness.",the remediation efforts summarized below which are either implemented or in the process of being implemented are intended to address the identified material weakness,99,1,0,REMEDIATION,0,other,0,1,0,False,False,14.0,0,0,test,REMEDIATION,0.0239515860216262,0.9064971714711916,0.0695512425071823,0.9064971714711916,0.8369459289640091,0,1,e5_logreg,OTHER,0,1,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,list intro fragment
517,0001175535_2018_4,17,&#9702;enhanced documentation of the details of new accounting pronouncements; &#9702;enhanced documentation of areas in new accounting pronouncements that require the exercise of management’s judgment; and &#9702;enhanced documentation of the applicability of new accounting pronouncements to the company’s business.,<year> enhanced documentation of the details of new accounting pronouncements <year> enhanced documentation of areas in new accounting pronouncements that require the exercise of management s judgment and <year> enhanced documentation of the applicability of new accounting pronouncements to the company s business,2018-12-31,1175535,enhancements to internal controls regarding the adoption of new accounting pronouncements including.,enhancements to internal controls regarding the adoption of new accounting pronouncements including,314,0,0,REMEDIATION,0,other,0,1,0,False,False,14.0,0,0,test,REMEDIATION,0.0848479648822734,0.7336468834763884,0.1815051516413381,0.7336468834763884,0.5521417318350503,1,0,e5_logreg,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
518,0001175535_2018_4,19,ensure key accounting personnel have appropriate training.,ensure key accounting personnel have appropriate training,2018-12-31,1175535,&#9702;enhanced documentation of the details of new accounting pronouncements; &#9702;enhanced documentation of areas in new accounting pronouncements that require the exercise of management’s judgment; and &#9702;enhanced documentation of the applicability of new accounting pronouncements to the company’s business.,<year> enhanced documentation of the details of new accounting pronouncements <year> enhanced documentation of areas in new accounting pronouncements that require the exercise of management s judgment and <year> enhanced documentation of the applicability of new accounting pronouncements to the company s business,57,1,0,REMEDIATION,0,other,0,1,0,False,False,14.0,0,0,test,REMEDIATION,0.0807298722337166,0.9063354674548382,0.0129346603114451,0.9063354674548382,0.8256055952211214,0,1,e5_logreg,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
519,0001175535_2018_4,20,"additional accounting staff with appropriate experience, certification, education and training.",additional accounting staff with appropriate experience certification education and training,2018-12-31,1175535,ensure key accounting personnel have appropriate training.,ensure key accounting personnel have appropriate training,92,1,0,REMEDIATION,0,other,0,1,0,False,False,14.0,0,0,test,REMEDIATION,0.0408683863464489,0.9484803526699668,0.010651260983584,0.9484803526699668,0.907611966323518,0,1,e5_logreg,OTHER,0,1,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,staffing fragment without explicit action
520,0001175535_2018_4,21,"implementation of a disclosure review committee, including outside technical advisors, the chief financial officer, accounting staff, and other members of management.",implementation of a disclosure review committee including outside technical advisors the chief financial officer accounting staff and other members of management,2018-12-31,1175535,"additional accounting staff with appropriate experience, certification, education and training.",additional accounting staff with appropriate experience certification education and training,161,0,0,REMEDIATION,0,other,0,1,0,False,False,14.0,0,0,test,REMEDIATION,0.024246172723024,0.9054962247797836,0.0702576024971923,0.9054962247797836,0.8352386222825912,0,1,e5_logreg,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
521,0001175535_2018_4,22,"the committee will meet quarterly, at a minimum, to provide guidance and oversight to ensure the proper implementation of the enhanced internal controls regarding the adoption of new accounting pronouncements.",the committee will meet quarterly at a minimum to provide guidance and oversight to ensure the proper implementation of the enhanced internal controls regarding the adoption of new accounting pronouncements,2018-12-31,1175535,"implementation of a disclosure review committee, including outside technical advisors, the chief financial officer, accounting staff, and other members of management.",implementation of a disclosure review committee including outside technical advisors the chief financial officer accounting staff and other members of management,206,0,0,REMEDIATION,0,other,0,1,0,False,False,14.0,0,0,test,REMEDIATION,0.0109106654632096,0.8434956193767645,0.1455937151600257,0.8434956193767645,0.6979019042167388,0,1,e5_logreg,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
522,0001175535_2018_4,23,"quarterly review with the audit committee of new accounting pronouncements, including a discussion of key judgment areas.",quarterly review with the audit committee of new accounting pronouncements including a discussion of key judgment areas,2018-12-31,1175535,"the committee will meet quarterly, at a minimum, to provide guidance and oversight to ensure the proper implementation of the enhanced internal controls regarding the adoption of new accounting pronouncements.",the committee will meet quarterly at a minimum to provide guidance and oversight to ensure the proper implementation of the enhanced internal controls regarding the adoption of new accounting pronouncements,119,1,0,REMEDIATION,0,other,0,1,0,False,False,14.0,0,0,test,REMEDIATION,0.0561753336066805,0.8076852130704456,0.1361394533228737,0.8076852130704456,0.6715457597475719,0,1,e5_logreg,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
959,0001227654_2024_4,18,"management is in the process of developing a remediation plan to address the material weaknesses discussed above, including the development and implementation of processes and controls over financial reporting.",management is in the process of developing a remediation plan to address the material weaknesses discussed above including the development and implementation of processes and controls over financial reporting,2024-09-30,1227654,"remediation efforts and status of material weaknesses the material weaknesses identified as of september 30, 2024, noted above were not remediated and the company determined there were inadequate controls in place to conduct an effective risk assessment process or to effectively identify and assess the controls necessary to ensure reliable information used in financial reporting.",remediation efforts and status of material weaknesses the material weaknesses identified as of <month> <num> <year> noted above were not remediated and the company determined there were inadequate controls in place to conduct an effective risk assessment process or to effectively identify and assess the controls necessary to ensure reliable information used in financial reporting,208,0,0,REMEDIATION,0,other,0,1,0,False,True,17.0,0,0,trainval,REMEDIATION,0.0812420056575276,0.510252677656072,0.4085053166864005,0.510252677656072,0.1017473609696714,1,0,e5_logreg,OTHER,0,0,status,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,remediation plan still in development
563,0001285224_2010_4,13,the company recently conducted an internal investigation with the assistance of outside independent professional firms and its internal audit department.,the company recently conducted an internal investigation with the assistance of outside independent professional firms and its internal audit department,2010-12-31,1285224,"deficiencies in loan underwriting, approval, renewal, and sales controls and lack of effective supervision and oversight by management over loan approval process.",deficiencies in loan underwriting approval renewal and sales controls and lack of effective supervision and oversight by management over loan approval process,152,0,0,OTHER,0,background,0,0,0,False,False,26.0,0,1,trainval,REMEDIATION,0.0222579712479679,0.6172764623016497,0.3604655664503823,0.6172764623016497,0.2568108958512673,1,0,e5_logreg,OTHER,0,0,background,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,investigation background
564,0001285224_2010_4,14,the scope of the company's internal investigation was extensive and included loan related activities and other matters involving improper activities of a loan officer.,the scope of the company s internal investigation was extensive and included loan related activities and other matters involving improper activities of a loan officer,2010-12-31,1285224,the company recently conducted an internal investigation with the assistance of outside independent professional firms and its internal audit department.,the company recently conducted an internal investigation with the assistance of outside independent professional firms and its internal audit department,166,0,0,OTHER,0,background,0,0,0,False,False,26.0,0,1,trainval,REMEDIATION,0.1816944766607268,0.5382445987169847,0.2800609246222885,0.5382445987169847,0.2581836740946961,1,0,e5_logreg,OTHER,0,0,background,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,investigation scope background
565,0001285224_2010_4,15,this loan officer is no longer with the company.,this loan officer is no longer with the company,2010-12-31,1285224,the scope of the company's internal investigation was extensive and included loan related activities and other matters involving improper activities of a loan officer.,the scope of the company s internal investigation was extensive and included loan related activities and other matters involving improper activities of a loan officer,47,1,1,OTHER,0,background,0,0,0,False,False,26.0,0,1,trainval,REMEDIATION,0.3017987231049358,0.3673399309257115,0.3308613459693527,0.3673399309257115,0.0364785849563588,1,0,e5_logreg,OTHER,0,0,status,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,employment status only
577,0001285224_2010_4,28,"as part of these steps. management reviewed the material weakness with our audit committee and senior management; . management engaged an independent third party loan review firm, which evaluated the adequacy of our allowance for loan losses and charge-offs pertaining to those loans generated by the former loan officer, the appropriateness of credit grades, and the levels of nonaccrual loans and writedowns; and . management began taking action designed to strengthen corporate oversight of loan origination, internal loan function, underwriting and renewal processes by. our board of directors hired a new chief executive officer on february 18, 2011; 107.",as part of these steps management reviewed the material weakness with our audit committee and senior management management engaged an independent third party loan review firm which evaluated the adequacy of our allowance for loan losses and charge offs pertaining to those loans generated by the former loan officer the appropriateness of credit grades and the levels of nonaccrual loans and writedowns and management began taking action designed to strengthen corporate oversight of loan origination internal loan function underwriting and renewal processes by our board of directors hired a new chief executive officer on <month> <num> <year> <num>,2010-12-31,1285224,"promptly following the identification of the material weakness as described above in management's annual report on internal control over financial reporting, management, with the oversight of the audit committee began taking steps to remediate the material weakness.",promptly following the identification of the material weakness as described above in management s annual report on internal control over financial reporting management with the oversight of the audit committee began taking steps to remediate the material weakness,650,0,0,REMEDIATION,0,other,0,1,0,False,False,26.0,0,0,trainval,REMEDIATION,0.0699333272023598,0.7858190431223795,0.1442476296752607,0.7858190431223795,0.6415714134471188,1,0,e5_logreg,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
578,0001285224_2010_4,29,"table of contents. management restructured our lending department by segregating personnel and responsibilities relating to the loan sales from personnel and responsibilities relating to loan underwriting processes, including (1) the creation and employment of a new position which we refer to as the deputy chief credit officer and who will be responsible for closely monitoring the problem assets and credit risk management of the company, and (2) the termination of the position of chief lending officer—marketing division due to the company shifting focus from marketing to credit quality control; and . management, with the approval of the audit committee, created and adopted a loan sale policy, which sets forth guidelines relating to . the selection of notes to be made available for sale, (ii) purchaser qualifications, (iii) methods of accounting, and (iv) reporting requirements.",table of contents management restructured our lending department by segregating personnel and responsibilities relating to the loan sales from personnel and responsibilities relating to loan underwriting processes including <num> the creation and employment of a new position which we refer to as the deputy chief credit officer and who will be responsible for closely monitoring the problem assets and credit risk management of the company and <num> the termination of the position of chief lending officer marketing division due to the company shifting focus from marketing to credit quality control and management with the approval of the audit committee created and adopted a loan sale policy which sets forth guidelines relating to the selection of notes to be made available for sale ii purchaser qualifications iii methods of accounting and iv reporting requirements,2010-12-31,1285224,"as part of these steps. management reviewed the material weakness with our audit committee and senior management; . management engaged an independent third party loan review firm, which evaluated the adequacy of our allowance for loan losses and charge-offs pertaining to those loans generated by the former loan officer, the appropriateness of credit grades, and the levels of nonaccrual loans and writedowns; and . management began taking action designed to strengthen corporate oversight of loan origination, internal loan function, underwriting and renewal processes by. our board of directors hired a new chief executive officer on february 18, 2011; 107.",as part of these steps management reviewed the material weakness with our audit committee and senior management management engaged an independent third party loan review firm which evaluated the adequacy of our allowance for loan losses and charge offs pertaining to those loans generated by the former loan officer the appropriateness of credit grades and the levels of nonaccrual loans and writedowns and management began taking action designed to strengthen corporate oversight of loan origination internal loan function underwriting and renewal processes by our board of directors hired a new chief executive officer on <month> <num> <year> <num>,873,0,0,REMEDIATION,0,other,0,1,0,False,False,26.0,0,0,trainval,REMEDIATION,0.1446848911285181,0.7921126253048864,0.0632024835665956,0.7921126253048864,0.6474277341763682,1,0,e5_logreg,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
579,0001285224_2010_4,30,"in addition to the steps management has taken, management intends to continue its remediation efforts by. continuing to review and monitor the material weakness and the effectiveness of our remedial actions with our audit committee and senior management; and . strengthening corporate oversight of loan origination, internal loan function, underwriting and renewal processes by. enhancing our loan documentation and underwriting procedures; . improving and increasing the frequency of our loan appraisal and review process including its independence; . reinforcing our loan review and classification policies and procedures, in part, by continuing to engage a third party loan review firm to assist in our loan evaluations; and . continuing to develop and improve our management oversight and loan approval process as our ongoing remediation efforts are pursued.",in addition to the steps management has taken management intends to continue its remediation efforts by continuing to review and monitor the material weakness and the effectiveness of our remedial actions with our audit committee and senior management and strengthening corporate oversight of loan origination internal loan function underwriting and renewal processes by enhancing our loan documentation and underwriting procedures improving and increasing the frequency of our loan appraisal and review process including its independence reinforcing our loan review and classification policies and procedures in part by continuing to engage a third party loan review firm to assist in our loan evaluations and continuing to develop and improve our management oversight and loan approval process as our ongoing remediation efforts are pursued,2010-12-31,1285224,"table of contents. management restructured our lending department by segregating personnel and responsibilities relating to the loan sales from personnel and responsibilities relating to loan underwriting processes, including (1) the creation and employment of a new position which we refer to as the deputy chief credit officer and who will be responsible for closely monitoring the problem assets and credit risk management of the company, and (2) the termination of the position of chief lending officer—marketing division due to the company shifting focus from marketing to credit quality control; and . management, with the approval of the audit committee, created and adopted a loan sale policy, which sets forth guidelines relating to . the selection of notes to be made available for sale, (ii) purchaser qualifications, (iii) methods of accounting, and (iv) reporting requirements.",table of contents management restructured our lending department by segregating personnel and responsibilities relating to the loan sales from personnel and responsibilities relating to loan underwriting processes including <num> the creation and employment of a new position which we refer to as the deputy chief credit officer and who will be responsible for closely monitoring the problem assets and credit risk management of the company and <num> the termination of the position of chief lending officer marketing division due to the company shifting focus from marketing to credit quality control and management with the approval of the audit committee created and adopted a loan sale policy which sets forth guidelines relating to the selection of notes to be made available for sale ii purchaser qualifications iii methods of accounting and iv reporting requirements,842,0,0,REMEDIATION,0,other,0,1,0,False,True,26.0,0,0,trainval,REMEDIATION,0.0045660530619688,0.6818777519190785,0.3135561950189527,0.6818777519190785,0.3683215569001258,1,0,e5_logreg,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
580,0001285224_2010_4,32,additional changes will be implemented as determined necessary.,additional changes will be implemented as determined necessary,2010-12-31,1285224,"in addition to the steps management has taken, management intends to continue its remediation efforts by. continuing to review and monitor the material weakness and the effectiveness of our remedial actions with our audit committee and senior management; and . strengthening corporate oversight of loan origination, internal loan function, underwriting and renewal processes by. enhancing our loan documentation and underwriting procedures; . improving and increasing the frequency of our loan appraisal and review process including its independence; . reinforcing our loan review and classification policies and procedures, in part, by continuing to engage a third party loan review firm to assist in our loan evaluations; and . continuing to develop and improve our management oversight and loan approval process as our ongoing remediation efforts are pursued.",in addition to the steps management has taken management intends to continue its remediation efforts by continuing to review and monitor the material weakness and the effectiveness of our remedial actions with our audit committee and senior management and strengthening corporate oversight of loan origination internal loan function underwriting and renewal processes by enhancing our loan documentation and underwriting procedures improving and increasing the frequency of our loan appraisal and review process including its independence reinforcing our loan review and classification policies and procedures in part by continuing to engage a third party loan review firm to assist in our loan evaluations and continuing to develop and improve our management oversight and loan approval process as our ongoing remediation efforts are pursued,62,1,0,REMEDIATION,0,other,0,1,0,False,False,26.0,0,0,trainval,REMEDIATION,0.0112821087996067,0.7443485673464137,0.2443693238539796,0.7443485673464137,0.4999792434924341,1,0,e5_logreg,OTHER,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,vague future changes only
