row_id,doc_id,sent_id,text_raw,text_norm,quarter_end,cik,prev_text_raw,prev_text_norm,text_len_chars,short_sentence,heuristic_needs_context,proxy_label_main,proxy_flag_mixed_ab,proxy_c_subtype,legacy_hint_impact,legacy_hint_remediation,legacy_hint_attestation,legacy_hint_find_opinion,legacy_hint_find_remedia_header,legacy_hint_remedia_start_seq,legacy_ab,legacy_negative,split,pred_label,prob_ISSUE,prob_REMEDIATION,prob_OTHER,prob_max,margin_top2,review_flag,auto_accept,model_version,uncertainty_score
726,0000891178_2005_4,28,"beginning in the fourth quarter of the period covered by this annual report on form 10-k and continuing in the first quarter of fiscal year 2006, the company’s management identified and executed the steps necessary to remediate the aforementioned material weakness, including.",beginning in the fourth quarter of the period covered by this annual report on form <num> k and continuing in the first quarter of fiscal year <year> the company s management identified and executed the steps necessary to remediate the aforementioned material weakness including,2005-12-31,891178,"the following changes in our internal control over financial reporting occurred during the fourth quarter of the period covered by this annual report on form 10-k that have materially affected, or are reasonably likely to materially affect, our internal control over financial reporting.",the following changes in our internal control over financial reporting occurred during the fourth quarter of the period covered by this annual report on form <num> k that have materially affected or are reasonably likely to materially affect our internal control over financial reporting,278,0,0,REMEDIATION,0,other,0,1,0,False,True,26.0,0,0,trainval,OTHER,0.20532148778738812,0.37417229003036395,0.4205062221822479,0.4205062221822479,0.04633393215188397,1,0,e5_logreg,1.533159845665868
572,0001285224_2010_4,22,"in addition, there was an increase in the classification of nonperforming loans of $6.6 million.",in addition there was an increase in the classification of nonperforming loans of $ <num> <num> million,2010-12-31,1285224,"this material adjustment which resulted in additional charge-offs of $13.6 million, consisted of an approximate $3.2 million increase in the allowance for loan loss and related provision for loan losses totaling $18.1 million, which reduced the net income of the company by $10.3 million, net of tax benefit, or $0.35 per basic and diluted share for the year ended december 31, 2010.",this material adjustment which resulted in additional charge offs of $ <num> <num> million consisted of an approximate $ <num> <num> million increase in the allowance for loan loss and related provision for loan losses totaling $ <num> <num> million which reduced the net income of the company by $ <num> <num> million net of tax benefit or $ <num> <num> per basic and diluted share for the year ended <month> <num> <year>,103,1,0,OTHER,0,effect,0,0,0,False,False,26.0,0,1,trainval,ISSUE,0.41212556222159497,0.23121523289807566,0.3566592048803294,0.41212556222159497,0.05546635734126559,1,0,e5_logreg,1.5324080804371394
491,0000067279_2013_4,13,"until the material weakness is remediated, we will continue to perform additional procedures to reasonably assure the reliability of financial reporting and the preparation of our consolidated financial statements contained in future periodic filings.",until the material weakness is remediated we will continue to perform additional procedures to reasonably assure the reliability of financial reporting and the preparation of our consolidated financial statements contained in future periodic filings,2013-12-31,67279,"accordingly, with the oversight of senior management and our audit committee, we have developed, and are currently implementing, a remediation plan for the material weakness described above.",accordingly with the oversight of senior management and our audit committee we have developed and are currently implementing a remediation plan for the material weakness described above,249,0,0,REMEDIATION,0,other,0,1,0,False,True,10.0,0,0,trainval,OTHER,0.19631862088269972,0.3795769013664662,0.4241044777508341,0.4241044777508341,0.044527576384367884,1,0,e5_logreg,1.531367945864798
195,0000828146_2005_4,11,"this practice results in a re-measurement date as defined under stock option accounting rules, which require a revaluation of any stock options given this benefit.",this practice results in a re measurement date as defined under stock option accounting rules which require a revaluation of any stock options given this benefit,2005-12-31,828146,"the failure to have identified certain material adjustments to the financial statements also resulted in the following restatement issues. - failure to identify $1.0 million in payables due to a vendor, for the third and fourth quarters of 2004 and the first and second quarters of 2005, that were not properly recorded and a write-down of $1.1 million of certain net receivables from the same vendor, for the fourth quarters of 2002 and 2003, as a result of not reconciling accounts with the vendor in a timely manner; and. - failure to record stock option expense, in accordance with generally accepted accounting principles (gaap), of $2,400,000, $221,000 and $108,000 for 2001, 2004 and 2005, respectively, by allowing terminated employees to extend the period in which to exercise their options to 30 days after a black out period as opposed to 30 days after termination as explicitly stated in our stock option plan.",the failure to have identified certain material adjustments to the financial statements also resulted in the following restatement issues failure to identify $ <num> <num> million in payables due to a vendor for the third and fourth quarters of <year> and the first and second quarters of <year> that were not properly recorded and a write down of $ <num> <num> million of certain net receivables from the same vendor for the fourth quarters of <year> and <year> as a result of not reconciling accounts with the vendor in a timely manner and failure to record stock option expense in accordance with generally accepted accounting principles gaap of $ <num> <num> <num> $ <num> <num> and $ <num> <num> for <year> <year> and <year> respectively by allowing terminated employees to extend the period in which to exercise their options to <num> days after a black out period as opposed to <num> days after termination as explicitly stated in our stock option plan,161,0,1,OTHER,0,background,0,0,0,False,False,14.0,0,1,test,OTHER,0.23652029362276203,0.3516682704183571,0.41181143595888087,0.41181143595888087,0.06014316554052379,1,0,e5_logreg,1.5280453985005953
569,0001285224_2010_4,19,provision for loan losses.,provision for loan losses,2010-12-31,1285224,our former chief executive officer resigned following the revelation of these activities to our board of directors and was replaced by our present chief executive officer.,our former chief executive officer resigned following the revelation of these activities to our board of directors and was replaced by our present chief executive officer,25,1,0,OTHER,0,background,0,0,0,False,False,26.0,0,1,trainval,OTHER,0.4682966603162842,0.05786756453934331,0.4738357751443725,0.4738357751443725,0.005539114828088276,1,0,e5_logreg,1.5206251100275392
880,0001069899_2020_4,12,"certain personnel had access to financial applications, programs and data beyond that needed to perform their individual job responsibilities and without independent monitoring.",certain personnel had access to financial applications programs and data beyond that needed to perform their individual job responsibilities and without independent monitoring,2020-06-30,1069899,"we did not design and maintain effective internal controls to ensure processing and reporting of valid transactions is complete, accurate, and timely.",we did not design and maintain effective internal controls to ensure processing and reporting of valid transactions is complete accurate and timely,175,0,0,OTHER,0,background,0,0,0,False,False,18.0,0,1,trainval,REMEDIATION,0.41112257200632757,0.44594141486570976,0.1429360131279626,0.44594141486570976,0.03481884285938219,1,0,e5_logreg,1.519239742274908
13,0000935419_2024_4,4,"gaap and that our receipts and expenditures are being made only in accordance with appropriate authorizations; and (3) provide reasonable assurance regarding prevention or timely detection of unauthorized acquisition, use or disposition of our assets that could have a material effect on our consolidated financial statements.",gaap and that our receipts and expenditures are being made only in accordance with appropriate authorizations and <num> provide reasonable assurance regarding prevention or timely detection of unauthorized acquisition use or disposition of our assets that could have a material effect on our consolidated financial statements,2024-09-30,935419,,,325,0,0,OTHER,0,background,0,0,0,False,False,21.0,0,1,trainval,OTHER,0.27309382869544124,0.3243158543289474,0.4025903169756113,0.4025903169756113,0.07827446264666393,1,0,e5_logreg,1.5191352203777249
576,0001285224_2010_4,27,"promptly following the identification of the material weakness as described above in management's annual report on internal control over financial reporting, management, with the oversight of the audit committee began taking steps to remediate the material weakness.",promptly following the identification of the material weakness as described above in management s annual report on internal control over financial reporting management with the oversight of the audit committee began taking steps to remediate the material weakness,2010-12-31,1285224,remediation efforts in 2011 .,remediation efforts in <year>,263,0,0,REMEDIATION,0,other,0,1,0,False,True,26.0,0,0,trainval,ISSUE,0.4587863207621485,0.43517726949851054,0.1060364097393409,0.4587863207621485,0.023609051263637937,1,0,e5_logreg,1.5176046279742135
344,0000317477_2010_4,35,the company began to execute the remediation plans identified above in the first fiscal quarter of 2011.,the company began to execute the remediation plans identified above in the first fiscal quarter of <year>,2010-09-30,317477,"(3) documenting to standards established by senior accounting personnel and the principal accounting officer the review, analysis and related conclusions with respect to complex, non-routine transactions; (4) evaluating an internal audit function in relation to the company's financial resources and requirements; (5) investing in additional enhancements to our it systems including enhancements to processing manufacturing and inventory transactions, and security over user access and administration; (6) creating policy and procedures manuals for the accounting, finance and it functions; and (7) improving our purchasing and accounts payable cycle controls.",<num> documenting to standards established by senior accounting personnel and the principal accounting officer the review analysis and related conclusions with respect to complex non routine transactions <num> evaluating an internal audit function in relation to the company s financial resources and requirements <num> investing in additional enhancements to our it systems including enhancements to processing manufacturing and inventory transactions and security over user access and administration <num> creating policy and procedures manuals for the accounting finance and it functions and <num> improving our purchasing and accounts payable cycle controls,105,1,0,REMEDIATION,0,other,0,1,0,False,True,35.0,0,0,test,OTHER,0.027636231175972862,0.48609237362278773,0.48627139520123935,0.48627139520123935,0.00017902157845162137,1,0,e5_logreg,1.513549583220309
1529,0000315545_2016_4,29,"management believes that all transactions have been duly authorized, however there was a lack of written evidence of such authorization, review and approval.",management believes that all transactions have been duly authorized however there was a lack of written evidence of such authorization review and approval,2016-12-31,315545,"as an example, some procedures requiring review of certain reports could not be verified due to there being no written documentation of such review.",as an example some procedures requiring review of certain reports could not be verified due to there being no written documentation of such review,154,0,0,OTHER,0,background,0,0,0,False,False,43.0,0,1,trainval,ISSUE,0.4034867413734866,0.31171416528138446,0.2847990933451288,0.4034867413734866,0.09177257609210215,1,0,e5_logreg,1.5047406825344112
1561,0001376339_2019_4,19,"control activities the control deficiencies identified specific to the control activities coso element constitute material weaknesses, either individually or in the aggregate, relating to. the operation of control activities and general information technology controls that contribute to the mitigation of risks and support achievement of objectives for a sufficient period of time during the year ended december 31, 2019 and (ii) deploying control activities through policies that establish what is expected and procedures that put policies into action.",control activities the control deficiencies identified specific to the control activities coso element constitute material weaknesses either individually or in the aggregate relating to the operation of control activities and general information technology controls that contribute to the mitigation of risks and support achievement of objectives for a sufficient period of time during the year ended <month> <num> <year> and ii deploying control activities through policies that establish what is expected and procedures that put policies into action,2019-12-31,1376339,"specifically, the company identified control deficiencies that constitute material weaknesses, either individually or in the aggregate, relating to. appropriate organizational structure, reporting lines, and authority and responsibilities in pursuit of objectives, and (ii) holding individuals accountable for their internal control related responsibilities.",specifically the company identified control deficiencies that constitute material weaknesses either individually or in the aggregate relating to appropriate organizational structure reporting lines and authority and responsibilities in pursuit of objectives and ii holding individuals accountable for their internal control related responsibilities,551,0,0,REMEDIATION,0,other,0,1,0,True,False,12.0,0,0,test,OTHER,0.2502848733461611,0.3346969564174536,0.41501817023638526,0.41501817023638526,0.08032121381893165,1,0,e5_logreg,1.5046606159446831
933,0001494259_2022_4,24,"management subsequently evaluated the additional control deficiencies, status of remediation, and the material weakness which exists as of december 31, 2022, and enhanced the previous remediation plan.",management subsequently evaluated the additional control deficiencies status of remediation and the material weakness which exists as of <month> <num> <year> and enhanced the previous remediation plan,2022-12-31,1494259,"management, with the oversight of the audit committee of our board of directors, evaluated the material weakness identified during the second quarter of 2022, and implemented a remediation plan to address the material weakness and enhance our control environment.",management with the oversight of the audit committee of our board of directors evaluated the material weakness identified during the second quarter of <year> and implemented a remediation plan to address the material weakness and enhance our control environment,200,0,0,REMEDIATION,0,other,0,1,0,False,True,8.0,0,0,trainval,REMEDIATION,0.13751579165749403,0.4527396808930526,0.40974452744945333,0.4527396808930526,0.04299515344359928,1,0,e5_logreg,1.5042651656633481
1549,0000315545_2016_4,49,rolled out a quarterly financial close checklist.,rolled out a quarterly financial close checklist,2016-12-31,315545,implemented a more formal and detailed travel and expense reimbursement policy.,implemented a more formal and detailed travel and expense reimbursement policy,48,1,0,REMEDIATION,0,other,0,1,0,False,False,43.0,0,0,trainval,OTHER,0.14081716931607088,0.4054834032308248,0.4536994274531043,0.4536994274531043,0.0482160242222795,1,0,e5_logreg,1.4980845483246161
997,0000798081_2009_4,9,"in response to the fraud in china (as fully explained in note 17), and the material weakness identified at october 31, 2008, we have initiated a china internal control committee.",in response to the fraud in china as fully explained in note <num> and the material weakness identified at <month> <num> <year> we have initiated a china internal control committee,2009-01-31,798081,"our chief executive officer and chief financial officer have concluded that we have a material weakness over our inventory relating to sales of raw material waste in china at january 31, 2009.",our chief executive officer and chief financial officer have concluded that we have a material weakness over our inventory relating to sales of raw material waste in china at <month> <num> <year>,180,0,1,OTHER,0,background,0,0,0,False,False,13.0,0,1,trainval,OTHER,0.20192085333431362,0.3641351175232371,0.4339440291424493,0.4339440291424493,0.06980891161921221,1,0,e5_logreg,1.4962470592383386
977,0000799850_2025_4,22,"however, no assurance can be given that these changes will remediate the material weakness until such time that the controls have operated for a sufficient period of time and their operating effectiveness has been tested.",however no assurance can be given that these changes will remediate the material weakness until such time that the controls have operated for a sufficient period of time and their operating effectiveness has been tested,2025-04-30,799850,enhanced training programs for control operators.,enhanced training programs for control operators,219,0,1,REMEDIATION,0,other,0,1,0,False,True,16.0,0,0,trainval,ISSUE,0.49416113148505475,0.02151950621634134,0.48431936229860395,0.49416113148505475,0.0098417691864508,1,0,e5_logreg,1.4959970993284946
1095,0001129633_2015_4,97,"we have taken, or will take, the following actions.",we have taken or will take the following actions,2015-12-31,1129633,"the company has planned and will implement significant measures in an effort to remediate its material weaknesses that remain as of december 31, 2015; each designed to address key risks within the organization and remediate the root cause of the identified deficiencies.",the company has planned and will implement significant measures in an effort to remediate its material weaknesses that remain as of <month> <num> <year> each designed to address key risks within the organization and remediate the root cause of the identified deficiencies,48,1,0,REMEDIATION,0,other,0,1,0,False,False,9.0,0,0,test,REMEDIATION,0.007847865288234168,0.4988968038247881,0.4932553308869776,0.4988968038247881,0.005641472937810532,1,0,e5_logreg,1.4954617232374015
87,0000215419_2013_4,22,the remediation efforts in process or expected to be implemented include the following.,the remediation efforts in process or expected to be implemented include the following,2013-12-29,215419,management has been actively engaged in developing remediation plans to address the above material weakness.,management has been actively engaged in developing remediation plans to address the above material weakness,86,1,0,REMEDIATION,0,other,0,1,0,False,True,20.0,0,0,trainval,REMEDIATION,0.002909570233824135,0.5009037565734424,0.4961866731927335,0.5009037565734424,0.00471708338070892,1,0,e5_logreg,1.4943791600458487
1288,0001296205_2016_4,15,remediation plan we will execute the following steps in 2017 to remediate the aforementioned material weaknesses in our internal control over financial reporting.,remediation plan we will execute the following steps in <year> to remediate the aforementioned material weaknesses in our internal control over financial reporting,2016-12-31,1296205,"changes in internal control over financial reporting except for the identification of the material weakness noted above during the fourth quarter, there were no changes in our internal control over financial reporting that occurred during the fourth quarter that have materially affected, or are reasonably likely to materially affect, our internal control over financial reporting.",changes in internal control over financial reporting except for the identification of the material weakness noted above during the fourth quarter there were no changes in our internal control over financial reporting that occurred during the fourth quarter that have materially affected or are reasonably likely to materially affect our internal control over financial reporting,163,0,0,REMEDIATION,0,other,0,1,0,False,True,14.0,0,0,trainval,REMEDIATION,0.09221873559321803,0.47128854747752297,0.4364927169292591,0.47128854747752297,0.03479583054826385,1,0,e5_logreg,1.4939156219742131
1238,0001504747_2014_4,9,&#9679; we did not maintain effective controls over certain control activities.,<year> we did not maintain effective controls over certain control activities,2014-12-31,1504747,&#9679; we did not maintain an effective control environment as we lacked sufficient oversight of activities related to our internal control over financial reporting.,<year> we did not maintain an effective control environment as we lacked sufficient oversight of activities related to our internal control over financial reporting,77,1,0,OTHER,0,background,0,0,0,True,False,28.0,0,1,trainval,OTHER,0.49517483534969314,0.0024320239021272797,0.5023931407481795,0.5023931407481795,0.007218305398486391,1,0,e5_logreg,1.4903885538533341
1365,0000835011_2006_4,50,"if we conclude that the other corrective actions outlined in “remedies” below satisfactorily address the issues involved with the safeguarding and security of our stockroom inventories in atchison, we may not take this step at this time.",if we conclude that the other corrective actions outlined in remedies below satisfactorily address the issues involved with the safeguarding and security of our stockroom inventories in atchison we <month> not take this step at this time,2006-06-30,835011,"we are still in the process of evaluating this process, which involves multiple steps including the sale of an existing off-site facility and the acquisition and construction of a new on-site central stockroom facility.",we are still in the process of evaluating this process which involves multiple steps including the sale of an existing off site facility and the acquisition and construction of a new on site central stockroom facility,237,0,0,REMEDIATION,0,other,0,1,0,False,True,43.0,0,0,test,ISSUE,0.4821566017051821,0.06653827602457318,0.4513051222702447,0.4821566017051821,0.03085147943493738,1,0,e5_logreg,1.4869919188598804
1475,0000850209_2009_4,4,"using the coso framework, the company’s management, including the ceo and cfo, evaluated the company’s internal control over financial reporting.",using the coso framework the company s management including the ceo and cfo evaluated the company s internal control over financial reporting,2009-01-31,850209,,,141,0,0,OTHER,0,background,0,0,0,False,False,12.0,0,1,trainval,OTHER,0.04887223274776934,0.4620772252975058,0.48905054195472486,0.48905054195472486,0.026973316657219082,1,0,e5_logreg,1.4839761413880561
435,0001014739_2005_4,48,"in addition, we have restricted the ability to make changes to our production software systems to a limited number of individuals in the it function.",in addition we have restricted the ability to make changes to our production software systems to a limited number of individuals in the it function,2005-12-31,1014739,"this will allow us to immediately detect such changes and therefore be certain that we have the appropriate management, user and it approvals as we install enhancements to the production environment.",this will allow us to immediately detect such changes and therefore be certain that we have the appropriate management user and it approvals as we install enhancements to the production environment,147,0,0,REMEDIATION,0,other,0,1,0,False,False,28.0,0,0,trainval,OTHER,0.2886081398620663,0.3018848878405192,0.4095069722974145,0.4095069722974145,0.1076220844568953,1,0,e5_logreg,1.4828709432456901
1616,0001376339_2019_4,86,management developed a regular cadence for reporting the results of control testing to the board of directors of the company.,management developed a regular cadence for reporting the results of control testing to the board of directors of the company,2019-12-31,1376339,"management conducted required internal training courses over sarbanes-oxley regulations, the company's internal control over financial reporting program and documentation evidencing the operation of controls for company personnel and management involved in the execution of controls.",management conducted required internal training courses over sarbanes oxley regulations the company s internal control over financial reporting program and documentation evidencing the operation of controls for company personnel and management involved in the execution of controls,124,1,0,REMEDIATION,0,other,0,1,0,False,False,12.0,0,0,test,REMEDIATION,0.02007430774215577,0.4990967445831999,0.48082894767464435,0.4990967445831999,0.018267796908555567,1,0,e5_logreg,1.4826354585082444
1264,0001504747_2014_4,42,"management has made changes to certain internal controls over financial reporting, which remediated some of the previously disclosed material weaknesses, as follows (a recitation of the noted material weakness is set forth followed by steps taken to remediate the material weakness).",management has made changes to certain internal controls over financial reporting which remediated some of the previously disclosed material weaknesses as follows a recitation of the noted material weakness is set forth followed by steps taken to remediate the material weakness,2014-12-31,1504747,"changes in internal control over financial reporting material weaknesses previously identified and remediated during the year ended december 31, 2014 management identified material weaknesses which were reported in our annual report on form 10-k for the year ended december 31, 2013.",changes in internal control over financial reporting material weaknesses previously identified and remediated during the year ended <month> <num> <year> management identified material weaknesses which were reported in our annual report on form <num> k for the year ended <month> <num> <year>,278,0,0,REMEDIATION,0,other,0,1,0,False,True,28.0,0,0,trainval,ISSUE,0.46602755587974953,0.4128753232993154,0.12109712082093511,0.46602755587974953,0.05315223258043411,1,0,e5_logreg,1.4808202115398164
412,0001014739_2005_4,24,the need for an improved process to quantify and document the company’s estimates for uncollectible accounts receivable.,the need for an improved process to quantify and document the company s estimates for uncollectible accounts receivable,2005-12-31,1014739,ineffective processes and controls to ensure timely application of customer payments to customer accounts receivable; and .,ineffective processes and controls to ensure timely application of customer payments to customer accounts receivable and,119,1,0,OTHER,0,effect,0,0,0,False,False,28.0,0,1,trainval,ISSUE,0.4968722872458738,0.47332952810479795,0.029798184649328176,0.4968722872458738,0.023542759141075842,1,0,e5_logreg,1.4795849536130503
34,0001002388_2006_4,17,we did not maintain effective controls over the application of sfas no.,we did not maintain effective controls over the application of sfas no,2006-03-31,1002388,accounting for software development costs.,accounting for software development costs,70,1,0,OTHER,0,background,0,0,0,True,False,,0,1,trainval,ISSUE,0.5051834117337974,0.005495647080236422,0.4893209411859662,0.5051834117337974,0.015862470547831242,1,0,e5_logreg,1.4789541177183714
11,0001478454_2019_4,23,we expect that the remediation of this material weakness will be completed prior to the end of the 2nd quarter fiscal year 2020.,we expect that the remediation of this material weakness will be completed prior to the end of the 2nd quarter fiscal year <year>,2019-12-31,1478454,"the weakness will not be considered remediated until the applicable controls operate for a sufficient period of time and management has concluded, through testing, that these controls are operating effectively.",the weakness will not be considered remediated until the applicable controls operate for a sufficient period of time and management has concluded through testing that these controls are operating effectively,129,1,0,REMEDIATION,0,other,0,1,0,False,True,19.0,0,0,trainval,REMEDIATION,0.12881756518215684,0.46542432222150526,0.4057581125963379,0.46542432222150526,0.05966620962516733,1,0,e5_logreg,1.4749094681533275
560,0000899166_2007_4,14,"despite our assessment that our system of internal control over financial reporting is ineffective and the list of material weaknesses identified above, we believe that our consolidated financial statements contained in this form 10-k filed with the sec fairly present our financial position, results of operations and cash flows for all years covered thereby in all material respects.",despite our assessment that our system of internal control over financial reporting is ineffective and the list of material weaknesses identified above we believe that our consolidated financial statements contained in this form <num> k filed with the sec fairly present our financial position results of operations and cash flows for all years covered thereby in all material respects,2007-12-31,899166,"although we executed procedures and performed all accounting functions in our process control areas, we did not provide sufficient evidence that management had reviewed certain journal entries, bank reconciliations, registers, analytical reviews, consolidation work papers and disclosure checklists.",although we executed procedures and performed all accounting functions in our process control areas we did not provide sufficient evidence that management had reviewed certain journal entries bank reconciliations registers analytical reviews consolidation work papers and disclosure checklists,385,0,0,REMEDIATION,0,other,0,1,0,True,False,2.0,0,0,trainval,ISSUE,0.5080800171249705,0.003992590565726903,0.4879273923093026,0.5080800171249705,0.02015262481566793,1,0,e5_logreg,1.4717673580593615
266,0000922487_2007_4,20,the company hired a chief credit officer.,the company hired a chief credit officer,2007-12-31,922487,this division is responsible for the management of impaired loans; .,this division is responsible for the management of impaired loans,40,1,0,REMEDIATION,0,other,0,1,0,False,False,4.0,0,0,trainval,OTHER,0.04003971224932711,0.46114812363850044,0.4988121641121724,0.4988121641121724,0.037664040473671945,1,0,e5_logreg,1.4635237954141558
