row_id,doc_id,sent_id,text_raw,text_norm,quarter_end,cik,prev_text_raw,prev_text_norm,text_len_chars,short_sentence,heuristic_needs_context,proxy_label_main,proxy_flag_mixed_ab,proxy_c_subtype,legacy_hint_impact,legacy_hint_remediation,legacy_hint_attestation,legacy_hint_find_opinion,legacy_hint_find_remedia_header,legacy_hint_remedia_start_seq,legacy_ab,legacy_negative,split,pred_label,prob_A,prob_B,prob_C,prob_max,margin_top2,review_flag,auto_accept,model_version,uncertainty_score
749,0000918958_2006_4,21,"as a result of this material weakness, net income for the years ended december 31, 1997 through 2005 was overstated.",as a result of this material weakness net income for the years ended <month> <num> <year> through <year> was overstated,2006-12-31,918958,"we identified that the selection, application and monitoring of accounting policies utilized by a consolidated subsidiary resulted in the incorrect application of generally accepted accounting principles associated with the classification of a club membership intangible asset.",we identified that the selection application and monitoring of accounting policies utilized by a consolidated subsidiary resulted in the incorrect application of generally accepted accounting principles associated with the classification of a club membership intangible asset,119,1,1,B,0,other,0,1,0,False,False,9.0,0,0,trainval,A,0.4436756877516759,0.11647105593877356,0.4398532563095505,0.4436756877516759,0.0038224314421253514,1,0,e5_logreg,1.5525018808061988
1336,0000835011_2006_4,21,the error involves the computation of monthly inventory balances for chemicals and packaging materials inventories.,the error involves the computation of monthly inventory balances for chemicals and packaging materials inventories,2006-06-30,835011,"(the company ceased using this application commencing july 1, 2006.)",the company ceased using this application commencing <month> <num> <year>,114,1,0,C,0,background,0,0,0,False,False,43.0,0,1,test,A,0.4171482992254811,0.19940908847170355,0.38344261230281546,0.4171482992254811,0.03370568692266562,1,0,e5_logreg,1.5491460138518534
58,0000910638_2007_4,21,"a “significant deficiency” is a deficiency, or combination of deficiencies, in internal control over financial reporting that is less severe than a material weakness, yet important enough to merit attention by those responsible for oversight of financial reporting.",a significant deficiency is a deficiency or combination of deficiencies in internal control over financial reporting that is less severe than a material weakness yet important enough to merit attention by those responsible for oversight of financial reporting,2007-12-31,910638,"these actions may also be regarded as material changes in our internal control over financial reporting that have occurred since december 31, 2006.",these actions <month> also be regarded as material changes in our internal control over financial reporting that have occurred since <month> <num> <year>,259,0,0,B,0,other,0,1,0,False,False,6.0,0,0,test,B,0.3311885342706582,0.3916980356026037,0.2771134301267381,0.3916980356026037,0.06050950133194549,1,0,e5_logreg,1.547792463065451
602,0000317788_2016_4,8,we have identified deficiencies in the design and/or operations of our controls associated with the financial close and reporting process that in the aggregate represent a material weakness including. deficiencies in control design and operating effectiveness relating to manual processes performed in spreadsheets used for consolidation and stock compensation; (ii) deficiencies in operating effectiveness of controls over reconciliations of balance sheet accounts and review of journal entries; and (iii) deficiencies in operating effectiveness of controls over review of financial statements for compliance with gaap and sec reporting requirements.,we have identified deficiencies in the design and or operations of our controls associated with the financial close and reporting process that in the aggregate represent a material weakness including deficiencies in control design and operating effectiveness relating to manual processes performed in spreadsheets used for consolidation and stock compensation ii deficiencies in operating effectiveness of controls over reconciliations of balance sheet accounts and review of journal entries and iii deficiencies in operating effectiveness of controls over review of financial statements for compliance with gaap and sec reporting requirements,2016-03-31,317788,,,643,0,0,C,0,background,0,0,0,False,False,15.0,0,1,trainval,C,0.21827363824699778,0.37017371888264544,0.4115526428703568,0.4115526428703568,0.04137892398771137,1,0,e5_logreg,1.5470684331419318
739,0000918958_2006_4,11,"as a result of this material weakness, net income for the years ending december 31, 1998 through 2005 was understated.",as a result of this material weakness net income for the years ending <month> <num> <year> through <year> was understated,2006-12-31,918958,"we identified that our preparation and review of the calculation of minority interest associated with our series a and series b preferred share offerings resulted in an incorrect allocation of net income between us and the other limited partners of the operating partnership, whom we refer to as unitholders.",we identified that our preparation and review of the calculation of minority interest associated with our series a and series b preferred share offerings resulted in an incorrect allocation of net income between us and the other limited partners of the operating partnership whom we refer to as unitholders,121,1,1,B,0,other,0,1,0,False,False,9.0,0,0,trainval,A,0.4527050460895387,0.09610966717152684,0.4511852867389344,0.4527050460895387,0.0015197593506043328,1,0,e5_logreg,1.545775194559857
1345,0000835011_2006_4,30,"although management does perform analyses of account balance variances on a monthly basis that it believes should address the risk of misstatements in the financial statements with respect to such materials, and holds monthly financial meetings addressing such issues, these detective controls do not completely mitigate the risk of unauthorized or undocumented removal of items from stockroom facilities.",although management does perform analyses of account balance variances on a monthly basis that it believes should address the risk of misstatements in the financial statements with respect to such materials and holds monthly financial meetings addressing such issues these detective controls do not completely mitigate the risk of unauthorized or undocumented removal of items from stockroom facilities,2006-06-30,835011,"as a result, financial statement presentation of such items could be affected, particularly our interim statement in connection with which we do not perform physical inventories at period end.",as a result financial statement presentation of such items could be affected particularly our interim statement in connection with which we do not perform physical inventories at period end,402,0,0,A,0,other,1,0,0,False,False,43.0,0,0,test,B,0.28520243475584034,0.389957203959497,0.32484036128466265,0.389957203959497,0.06511684267483436,1,0,e5_logreg,1.5449259533656687
1249,0001504747_2014_4,21,these control failures contributed to the transactions involving our dish machines and to information generated relating to the allowance for doubtful accounts.,these control failures contributed to the transactions involving our dish machines and to information generated relating to the allowance for doubtful accounts,2014-12-31,1504747,&#9679; we did not maintain effective information and communication controls to generate relevant and quality information for use in the financial reporting close process.,<year> we did not maintain effective information and communication controls to generate relevant and quality information for use in the financial reporting close process,159,0,1,C,0,background,0,0,0,False,False,28.0,0,1,trainval,C,0.4375079022347585,0.11586534961052408,0.4466267481547175,0.4466267481547175,0.009118845919958984,1,0,e5_logreg,1.5442544059253236
930,0001494259_2022_4,21,"the material weakness also impacts the effectiveness of segregation of duties, the effectiveness of financial controls which rely on information from relevant financial systems and increases the reliance on corporate accounting personnel to identify errors at the caroffer subsidiary level.",the material weakness also impacts the effectiveness of segregation of duties the effectiveness of financial controls which rely on information from relevant financial systems and increases the reliance on corporate accounting personnel to identify errors at the caroffer subsidiary level,2022-12-31,1494259,"however, the material weakness could have resulted in material misstatements in our interim or annual financial statements and disclosures which then may not have been prevented or detected.",however the material weakness could have resulted in material misstatements in our interim or annual financial statements and disclosures which then <month> not have been prevented or detected,288,0,0,B,0,other,0,1,0,False,False,8.0,0,0,trainval,B,0.15496676267327036,0.43389362885321486,0.41113960847351466,0.43389362885321486,0.0227540203797002,1,0,e5_logreg,1.5433523507670848
1128,0001624322_2024_4,18,"nonetheless, we concluded that the deficiencies constituted a material weakness.",nonetheless we concluded that the deficiencies constituted a material weakness,2024-12-31,1624322,"through our own testing procedures, we determined no unauthorized changes occurred in the production database during the applicable periods.",through our own testing procedures we determined no unauthorized changes occurred in the production database during the applicable periods,78,1,0,C,0,background,0,0,0,False,False,21.0,0,1,trainval,A,0.42078970550992173,0.19817908438729068,0.3810312101027875,0.42078970550992173,0.03975849540713422,1,0,e5_logreg,1.5394517990829442
605,0000317788_2016_4,15,"remedial actions the material weakness we identified associated with the financial close and reporting process arises primarily from . a lack of a sufficient complement of accounting and financial reporting personnel who were unable to implement formal accounting policies with an appropriate level of accounting knowledge and experience commensurate with our financial reporting requirements, and (ii) inadequate accounting systems including information technology systems directly related to financial statement processes and a heavy reliance on manual processes.",remedial actions the material weakness we identified associated with the financial close and reporting process arises primarily from a lack of a sufficient complement of accounting and financial reporting personnel who were unable to implement formal accounting policies with an appropriate level of accounting knowledge and experience commensurate with our financial reporting requirements and ii inadequate accounting systems including information technology systems directly related to financial statement processes and a heavy reliance on manual processes,2016-03-31,317788,"this report is included in part ii, item 8 of this 10k.",this report is included in part ii item <num> of this 10k,559,0,0,B,0,other,0,1,0,False,True,15.0,0,0,trainval,B,0.10163109720368664,0.4543389071405328,0.4440299956557805,0.4543389071405328,0.010308911484752326,1,0,e5_logreg,1.5353521813747149
635,0000028823_2018_4,19,"as these deficiencies created a reasonable possibility that a material misstatement would not be prevented or detected in a timely basis, management concluded that the control deficiencies represent material weaknesses and accordingly our internal control over financial reporting was not effective as of december 31, 2018.",as these deficiencies created a reasonable possibility that a material misstatement would not be prevented or detected in a timely basis management concluded that the control deficiencies represent material weaknesses and accordingly our internal control over financial reporting was not effective as of <month> <num> <year>,2018-12-31,28823,"these control deficiencies resulted in misstatements to goodwill impairment, inventory and redeemable non-controlling interests all of which were corrected prior to issuance of the company’s consolidated financial statements as of and for the year ended december 31, 2018 included in this annual report on form 10-k.",these control deficiencies resulted in misstatements to goodwill impairment inventory and redeemable non controlling interests all of which were corrected prior to issuance of the company s consolidated financial statements as of and for the year ended <month> <num> <year> included in this annual report on form <num> k,324,0,0,A,0,other,1,0,0,True,False,22.0,0,0,trainval,A,0.460190075532525,0.0877974776620178,0.45201244680545716,0.460190075532525,0.008177628727067843,1,0,e5_logreg,1.5316322957404072
1174,0000929940_2007_4,32,"specifically, our controls did not ensure that . accurate and complete information as to our ability to collect outstanding installment and accounts receivables is captured and used to record sufficient provisions for doubtful accounts; . interest income on installment receivables is appropriately classified within the statement of operations; . credits and adjustments for sales and withholding taxes are properly recorded; and . professional services delivered but not billed are properly presented in the balance sheet.",specifically our controls did not ensure that accurate and complete information as to our ability to collect outstanding installment and accounts receivables is captured and used to record sufficient provisions for doubtful accounts interest income on installment receivables is appropriately classified within the statement of operations credits and adjustments for sales and withholding taxes are properly recorded and professional services delivered but not billed are properly presented in the balance sheet,2007-06-30,929940,we did not have adequate design or operation of controls to provide reasonable assurance that accounts receivable ledgers were properly maintained and valuation adjustments were properly recognized.,we did not have adequate design or operation of controls to provide reasonable assurance that accounts receivable ledgers were properly maintained and valuation adjustments were properly recognized,511,0,0,A,0,other,1,0,0,False,False,37.0,0,0,trainval,C,0.424983573307486,0.12663873266073286,0.4483776940317812,0.4483776940317812,0.023394120724295198,1,0,e5_logreg,1.5282281852439237
468,0001144519_2007_4,20,"other than the material weaknesses described above, there has been no change in our internal control over financial reporting during the fourth fiscal quarter ended december 31, 2007 that has materially affected, or is reasonably likely to materially affect, our internal control over financial reporting.",other than the material weaknesses described above there has been no change in our internal control over financial reporting during the fourth fiscal quarter ended <month> <num> <year> that has materially affected or is reasonably likely to materially affect our internal control over financial reporting,2007-12-31,1144519,"deloitte & touche llp, the independent registered public accounting firm that audited bunge limited's consolidated financial statements included in this annual report on form 10-k, have also issued an attestation report on internal control over financial reporting, which is included herein on page f-3.",deloitte touche llp the independent registered public accounting firm that audited bunge limited s consolidated financial statements included in this annual report on form <num> k have also issued an attestation report on internal control over financial reporting which is included herein on page f <num>,304,0,0,B,0,other,0,1,0,False,False,19.0,0,0,trainval,C,0.06361496226301609,0.46507151255441675,0.47131352518256714,0.47131352518256714,0.006242012628150384,1,0,e5_logreg,1.5224444621892825
964,0000799850_2025_4,9,"this principally resulted from (1) incorrect assessment during the initial adoption of asu 2022-02, (2) ineffective disclosure controls and procedures that did not identify missing required disclosures under asc 310-10-50-42 through 50-44, and (3) turnover in technical accounting resources leading to a reduction of requisite expertise.",this principally resulted from <num> incorrect assessment during the initial adoption of asu <year> <num> <num> ineffective disclosure controls and procedures that did not identify missing required disclosures under asc <num> <num> <num> <num> through <num> <num> and <num> turnover in technical accounting resources leading to a reduction of requisite expertise,2025-04-30,799850,the material weakness in internal control over financial reporting relates to having inadequate controls to appropriately analyze all relevant information required for complete and accurate presentation and disclosure under gaap.,the material weakness in internal control over financial reporting relates to having inadequate controls to appropriately analyze all relevant information required for complete and accurate presentation and disclosure under gaap,362,0,1,C,0,effect,0,0,0,False,False,16.0,0,1,trainval,A,0.45522655045689836,0.11226220582158802,0.43251124372151356,0.45522655045689836,0.0227153067353848,1,0,e5_logreg,1.5220581428077167
1348,0000835011_2006_4,33,there is also inadequate staffing within the facility to ensure that stockroom issues are entered into the system in a timely manner.,there is also inadequate staffing within the facility to ensure that stockroom issues are entered into the system in a timely manner,2006-06-30,835011,"although the stockroom is physically secured through the use of installed card scanners, stockroom requisition forms are not consistently completed by employees when checking items out of the stockroom.",although the stockroom is physically secured through the use of installed card scanners stockroom requisition forms are not consistently completed by employees when checking items out of the stockroom,132,1,1,C,0,background,0,0,0,False,False,43.0,0,1,test,C,0.07919491301462513,0.4543329627352363,0.46647212425013856,0.46647212425013856,0.012139161514902241,1,0,e5_logreg,1.5213887142349591
945,0001494259_2022_4,39,"if we are unable to remediate this material weakness, we may not be able to accurately or timely report our financial condition or results of operations, which may adversely affect our business and the market price of our common stock.”",if we are unable to remediate this material weakness we <month> not be able to accurately or timely report our financial condition or results of operations which <month> adversely affect our business and the market price of our common stock,2022-12-31,1494259,the material weakness will not be considered remediated until our management implements effective controls that operate for a sufficient period of time and our management has concluded through testing that these controls are effective.,the material weakness will not be considered remediated until our management implements effective controls that operate for a sufficient period of time and our management has concluded through testing that these controls are effective,240,0,0,B,0,other,0,1,0,False,True,8.0,0,0,trainval,B,0.23974455525801894,0.41296378525849536,0.3472916594834856,0.41296378525849536,0.06567212577500975,1,0,e5_logreg,1.521364088966495
1418,0000918251_2019_4,9,"(1)we did not perform a sufficient review of certain accounting policies and lacked oversight of the compliance with those policies which resulted in inconsistent application, inadequate analysis and deficient documentation to support the financial statement presentation and disclosures over certain accounts, including inventory.",<num> we did not perform a sufficient review of certain accounting policies and lacked oversight of the compliance with those policies which resulted in inconsistent application inadequate analysis and deficient documentation to support the financial statement presentation and disclosures over certain accounts including inventory,2019-03-31,918251,the material weakness identified specifically resulted in the following.,the material weakness identified specifically resulted in the following,331,0,0,A,0,other,1,0,0,False,False,14.0,0,0,trainval,A,0.4632133250122368,0.09211800495302976,0.44466867003473337,0.4632133250122368,0.018544654977503405,1,0,e5_logreg,1.5182420200102598
1384,0000089089_2007_4,32,improper verification of data used in tax provision and tax reserve computations; and .,improper verification of data used in tax provision and tax reserve computations and,2007-12-31,89089,incorrect application of the provisions of sfas no. 109 and fin 48 resulting in errors in the accounting for income taxes; .,incorrect application of the provisions of sfas no <num> and fin <num> resulting in errors in the accounting for income taxes,84,1,0,B,0,other,0,1,0,False,False,25.0,0,0,test,C,0.06896856042452094,0.4593298504442274,0.4717015891312517,0.4717015891312517,0.012371738687024292,1,0,e5_logreg,1.515926672181724
1503,0000790703_2013_4,32,"as a result of this control deficiency, we failed to detect errors within the three subsidiaries referred to above along with similar errors in other european subsidiaries primarily related to the improper timing of recognition in the income statement of certain vendor incentives, product discounts/price variances, promotions and other vendor credits.",as a result of this control deficiency we failed to detect errors within the three subsidiaries referred to above along with similar errors in other european subsidiaries primarily related to the improper timing of recognition in the income statement of certain vendor incentives product discounts price variances promotions and other vendor credits,2013-01-31,790703,we lacked effective account reconciliation procedures in europe over certain aspects of vendor accounting.,we lacked effective account reconciliation procedures in europe over certain aspects of vendor accounting,349,0,1,C,0,effect,0,0,0,False,False,39.0,0,1,test,C,0.4665026226165108,0.058124589134083506,0.47537278824940565,0.47537278824940565,0.008870165632894833,1,0,e5_logreg,1.5157570461176995
649,0000014846_2019_4,14,"the material weakness described above does not affect our presentation of net income, ffo and affo in the previously reported information.",the material weakness described above does not affect our presentation of net income ffo and affo in the previously reported information,2019-12-31,14846,"see ""explanatory note"" for information regarding the restated financial information presented in this annual report.",see explanatory note for information regarding the restated financial information presented in this annual report,136,1,0,C,0,background,0,0,0,False,False,,0,1,trainval,B,0.18341853382194484,0.435508194887209,0.38107327129084617,0.435508194887209,0.054434923596362816,1,0,e5_logreg,1.5100568815164281
1158,0000929940_2007_4,15,"these adjustments resulted in changes to assets, liabilities, stockholders' equity, revenues and expenses.",these adjustments resulted in changes to assets liabilities stockholders equity revenues and expenses,2007-06-30,929940,"specifically, we did not have adequate controls and procedures with respect to the . accounting for complex non-routine transactions, including the accounting for transfers of installment and accounts receivable as discussed below; . sufficient personnel with an appropriate level of technical accounting knowledge, experience, and training; . review of manual journal entries recorded; . timely preparation and review of period-end account analyses and timely disposition of any required adjustments; . proper consolidation and accounting for all intercompany activities including those denominated in local currencies; and . timely reconciliation and recording of stock-based awards.",specifically we did not have adequate controls and procedures with respect to the accounting for complex non routine transactions including the accounting for transfers of installment and accounts receivable as discussed below sufficient personnel with an appropriate level of technical accounting knowledge experience and training review of manual journal entries recorded timely preparation and review of period end account analyses and timely disposition of any required adjustments proper consolidation and accounting for all intercompany activities including those denominated in local currencies and timely reconciliation and recording of stock based awards,101,1,1,A,0,other,1,0,0,False,False,37.0,0,0,trainval,A,0.4493506668291311,0.4048830713532024,0.14576626181766641,0.4493506668291311,0.04446759547592871,1,0,e5_logreg,1.50618173769494
773,0001472595_2014_4,8,"during the assessment process, we identified material weaknesses in our control environment related to establishing and maintaining accounting policies and procedures, process-level controls and accountability for recording complex transactions.",during the assessment process we identified material weaknesses in our control environment related to establishing and maintaining accounting policies and procedures process level controls and accountability for recording complex transactions,2014-12-31,1472595,,,242,0,0,C,0,background,0,0,0,False,False,17.0,0,1,trainval,C,0.019593970875356182,0.4884334598969012,0.49197256922774263,0.49197256922774263,0.00353910933084145,1,0,e5_logreg,1.504488321441416
882,0001069899_2020_4,14,this material weakness affects substantially all financial statement accounts.,this material weakness affects substantially all financial statement accounts,2020-06-30,1069899,"in addition, certain financial personnel had incompatible duties that allowed for the creation, review and processing of certain financial data without independent review and authorization.",in addition certain financial personnel had incompatible duties that allowed for the creation review and processing of certain financial data without independent review and authorization,77,1,1,C,0,background,0,0,0,False,False,18.0,0,1,trainval,A,0.41908284366493875,0.34194305211378184,0.23897410422127943,0.41908284366493875,0.07713979155115691,1,0,e5_logreg,1.5037773647839043
