row_id,doc_id,sent_id,text_raw,text_norm,quarter_end,cik,prev_text_raw,prev_text_norm,text_len_chars,short_sentence,heuristic_needs_context,proxy_label_main,proxy_flag_mixed_ab,proxy_c_subtype,legacy_hint_impact,legacy_hint_remediation,legacy_hint_attestation,legacy_hint_find_opinion,legacy_hint_find_remedia_header,legacy_hint_remedia_start_seq,legacy_ab,legacy_negative,split,pred_label,prob_ISSUE,prob_REMEDIATION,prob_OTHER,prob_max,margin_top2,review_flag,auto_accept,model_version,label_main,flag_mixed_ab,flag_needs_context,c_subtype,annotator,label_version,note,master_label_main,master_flag_mixed_ab,master_flag_needs_context,master_c_subtype,master_note,label_match,mixed_match,needs_context_match,c_subtype_match,full_match
437,0001014739_2005_4,50,we have revised the system and manual controls in our community pharmacies to provide greater assurance that cancelled orders and other non-standard prescription transactions do not result in overstatement of revenue.,we have revised the system and manual controls in our community pharmacies to provide greater assurance that cancelled orders and other non standard prescription transactions do not result in overstatement of revenue,2005-12-31,1014739,revenue recognition .,revenue recognition,216,0,0,OTHER,1,effect,1,1,0,False,False,28.0,1,0,trainval,REMEDIATION,0.0830602542966191,0.8908160456258761,0.0261237000775046,0.8908160456258761,0.8077557913292569,0,1,e5_logreg,REMEDIATION,0,0,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,,REMEDIATION,0,0,other,,True,True,True,True,True
454,0001014739_2005_4,67,"we are adding personnel to increase our cash collection rates on both old and new accounts, and to resolve customer overpayments on a more timely basis.",we are adding personnel to increase our cash collection rates on both old and new accounts and to resolve customer overpayments on a more timely basis,2005-12-31,1014739,"we are expanding our use of automated tools to post cash, improving both speed and accuracy.",we are expanding our use of automated tools to post cash improving both speed and accuracy,150,0,0,REMEDIATION,0,other,0,1,0,False,False,28.0,0,0,trainval,REMEDIATION,0.0275297202810568,0.9607167404326684,0.0117535392862748,0.9607167404326684,0.9331870201516116,0,1,e5_logreg,REMEDIATION,0,0,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,,REMEDIATION,0,0,other,,True,True,True,True,True
473,0001144519_2007_4,25,bunge limited's business units have conducted reviews to identify transactions with characteristics of a financial nature.,bunge limited s business units have conducted reviews to identify transactions with characteristics of a financial nature,2007-12-31,1144519,monthly reconciliations of general ledger balances for each of bunge's subsidiaries with bunge's consolidated reporting system will be performed and reviewed with follow-up by bunge's corporate controller's group to assure appropriate elimination of intercompany balances and transactions.,monthly reconciliations of general ledger balances for each of bunge s subsidiaries with bunge s consolidated reporting system will be performed and reviewed with follow up by bunge s corporate controller s group to assure appropriate elimination of intercompany balances and transactions,121,1,0,REMEDIATION,0,other,0,1,0,False,False,19.0,0,0,trainval,REMEDIATION,0.056751884189138,0.724261156460392,0.2189869593504698,0.724261156460392,0.5052741971099222,1,0,e5_logreg,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,,REMEDIATION,0,0,other,,True,True,True,True,True
475,0001144519_2007_4,27,"bunge limited's business units and corporate controller's group will conduct full reviews of current policies, processes and procedures relating to analysis and assessment of the presentation and recording of existing sales transaction types and will redesign processes and controls as necessary based on the results of those reviews.",bunge limited s business units and corporate controller s group will conduct full reviews of current policies processes and procedures relating to analysis and assessment of the presentation and recording of existing sales transaction types and will redesign processes and controls as necessary based on the results of those reviews,2007-12-31,1144519,"all such transaction types identified for 2007, 2006 and 2005 have been reviewed with bunge's corporate controller's group to assure appropriate accounting treatment and financial statement presentation.",all such transaction types identified for <year> <year> and <year> have been reviewed with bunge s corporate controller s group to assure appropriate accounting treatment and financial statement presentation,332,0,0,REMEDIATION,0,other,0,1,0,False,False,19.0,0,0,trainval,REMEDIATION,0.0099981751846817,0.9363196643593678,0.0536821604559504,0.9363196643593678,0.8826375039034173,0,1,e5_logreg,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,,REMEDIATION,0,0,other,,True,True,True,True,True
494,0000067279_2013_4,16,"we expect to achieve operational effectiveness of these controls in 2014. ¡ñ we will enhance the design and performance of various review controls over revenue, inventory and income taxes, including management review and analysis of variances, and significant calculations.",we expect to achieve operational effectiveness of these controls in <year> ñ we will enhance the design and performance of various review controls over revenue inventory and income taxes including management review and analysis of variances and significant calculations,2013-12-31,67279,"we instituted a plan to design, document, implement and test the it general and application controls that we believe will support the remediation of the material weakness in the company's internal control over financial reporting.",we instituted a plan to design document implement and test the it general and application controls that we believe will support the remediation of the material weakness in the company s internal control over financial reporting,269,0,0,REMEDIATION,0,other,0,1,0,False,False,10.0,0,0,trainval,REMEDIATION,0.0139806041833637,0.9171784560744384,0.0688409397421979,0.9171784560744384,0.8483375163322405,0,1,e5_logreg,REMEDIATION,0,0,other,codex_remediation_worker_batch_001,guideline_v1_1_remediation_reaudit_round3,,REMEDIATION,0,0,other,,True,True,True,True,True
519,0001175535_2018_4,20,"additional accounting staff with appropriate experience, certification, education and training.",additional accounting staff with appropriate experience certification education and training,2018-12-31,1175535,ensure key accounting personnel have appropriate training.,ensure key accounting personnel have appropriate training,92,1,0,REMEDIATION,0,other,0,1,0,False,False,14.0,0,0,test,REMEDIATION,0.0408683863464489,0.9484803526699668,0.010651260983584,0.9484803526699668,0.907611966323518,0,1,e5_logreg,OTHER,0,1,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,staffing fragment without explicit action,REMEDIATION,0,0,other,,False,True,False,True,False
538,0001140098_2013_4,28,"for several years we had outsourced many accounting duties and the previous ceo acted as the company cfo as well; . · in november 2013, we hired a new corporate controller, who has extensive experience leading the accounting and finance functions at publicly traded companies and adds accounting expertise to our staff; and . · in december 2013, we engaged external advisors knowledgeable in many technical accounting matters, including derivatives to assist us in the interpretation of key technical accounting standards and associated interpretations and the determination of how to adequately apply such standards; .",for several years we had outsourced many accounting duties and the previous ceo acted as the company cfo as well in <month> <year> we hired a new corporate controller who has extensive experience leading the accounting and finance functions at publicly traded companies and adds accounting expertise to our staff and in <month> <year> we engaged external advisors knowledgeable in many technical accounting matters including derivatives to assist us in the interpretation of key technical accounting standards and associated interpretations and the determination of how to adequately apply such standards,2013-12-31,1140098,"management, with the input, oversight, and support of the audit committee has identified and taken the following steps, which management believes have corrected the material weakness described above subsequent to december 31, 2013. · in june 2013, we hired a new chief financial officer, who has extensive experience leading the accounting and finance functions at publicly traded companies and adds accounting expertise to our staff.",management with the input oversight and support of the audit committee has identified and taken the following steps which management believes have corrected the material weakness described above subsequent to <month> <num> <year> in <month> <year> we hired a new chief financial officer who has extensive experience leading the accounting and finance functions at publicly traded companies and adds accounting expertise to our staff,604,0,0,REMEDIATION,0,other,0,1,0,False,False,19.0,0,0,trainval,REMEDIATION,0.062020083887969,0.8516771120213601,0.0863028040906709,0.8516771120213601,0.7653743079306892,0,1,e5_logreg,OTHER,1,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,weakness background mixed with hiring and advisor actions,REMEDIATION,1,0,other,mixed issue history plus concrete hiring/advisor actions,False,True,True,True,False
587,0000783412_2014_4,14,"recognizing our deficiencies, we use mitigating controls, including a variety of internal procedures to check and double-check the areas where one person is responsible for multiple duties.",recognizing our deficiencies we use mitigating controls including a variety of internal procedures to check and double check the areas where one person is responsible for multiple duties,2014-09-30,783412,"also, we do not have sufficient in-house technical accounting expertise to assess and apply accounting standards that pertain to non-routine transactions, to review the quarterly and annual tax analysis and provision, and to assess the adequacy of disclosures in our quarterly and annual consolidated financial statements.",also we do not have sufficient in house technical accounting expertise to assess and apply accounting standards that pertain to non routine transactions to review the quarterly and annual tax analysis and provision and to assess the adequacy of disclosures in our quarterly and annual consolidated financial statements,186,0,0,OTHER,0,background,0,0,0,False,False,,0,1,trainval,REMEDIATION,0.1421136637193918,0.7804477229232103,0.0774386133573978,0.7804477229232103,0.6383340592038185,1,0,e5_logreg,REMEDIATION,0,0,other,codex_remediation_worker_batch_005,guideline_v1_1_remediation_reaudit_round3,,REMEDIATION,0,0,other,,True,True,True,True,True
622,0000317788_2016_4,32,finalize the system implementation related to sap.,finalize the system implementation related to sap,2016-03-31,317788,continue to utilize third party accounting experts to augment company accounting staff as necessary.,continue to utilize third party accounting experts to augment company accounting staff as necessary,49,1,0,REMEDIATION,0,other,0,1,0,False,False,15.0,0,0,trainval,REMEDIATION,0.0314817448755223,0.8863922065037144,0.0821260486207633,0.8863922065037144,0.8042661578829511,0,1,e5_logreg,REMEDIATION,0,0,other,codex_remediation_worker_batch_004,guideline_v1_1_remediation_reaudit_round3,,REMEDIATION,0,0,other,,True,True,True,True,True
626,0000317788_2016_4,36,implement information technology documentation and new controls that have an impact on financial reporting.,implement information technology documentation and new controls that have an impact on financial reporting,2016-03-31,317788,"continue to conduct formal training related to key accounting policies, internal controls, and sec compliance for all key personal which have a direct and indirect impact on the transactions underlying the financial statements.",continue to conduct formal training related to key accounting policies internal controls and sec compliance for all key personal which have a direct and indirect impact on the transactions underlying the financial statements,106,1,0,REMEDIATION,0,other,0,1,0,False,False,15.0,0,0,trainval,REMEDIATION,0.0659150756181128,0.8957440618829368,0.0383408624989503,0.8957440618829368,0.8298289862648239,0,1,e5_logreg,REMEDIATION,0,0,other,codex_remediation_worker_batch_004,guideline_v1_1_remediation_reaudit_round3,,REMEDIATION,0,0,other,,True,True,True,True,True
641,0000028823_2018_4,26,revoking the access to it systems of those individuals that were identified as inappropriate; .,revoking the access to it systems of those individuals that were identified as inappropriate,2018-12-31,28823,improving our timely written communication of changes in financial reporting and related controls affecting both business and financial users; .,improving our timely written communication of changes in financial reporting and related controls affecting both business and financial users,92,1,0,REMEDIATION,0,other,0,1,0,False,False,22.0,0,0,trainval,REMEDIATION,0.3200710005659571,0.4959394956067693,0.1839895038272735,0.4959394956067693,0.1758684950408121,1,0,e5_logreg,REMEDIATION,0,0,other,codex_remediation_worker_batch_001,guideline_v1_1_remediation_reaudit_round3,,REMEDIATION,0,0,other,,True,True,True,True,True
728,0000891178_2005_4,30,"training internal personnel, with the assistance of the new external advisors, to obtain additional expertise as to the application of generally accepted accounting principles specifically related to software revenue recognition; and, .",training internal personnel with the assistance of the new external advisors to obtain additional expertise as to the application of generally accepted accounting principles specifically related to software revenue recognition and,2005-12-31,891178,hiring highly qualified accounting consultants to guide internal accounting personnel in the application of generally accepted accounting principles related to software revenue recognition; .,hiring highly qualified accounting consultants to guide internal accounting personnel in the application of generally accepted accounting principles related to software revenue recognition,230,0,0,REMEDIATION,0,other,0,1,0,False,False,26.0,0,0,trainval,REMEDIATION,0.0191283473559775,0.9620741839705186,0.0187974686735038,0.9620741839705186,0.942945836614541,0,1,e5_logreg,REMEDIATION,0,0,other,codex_remediation_worker_batch_008,guideline_v1_1_remediation_reaudit_round3,,REMEDIATION,0,0,other,,True,True,True,True,True
763,0000928054_2012_4,6,"since identifying the deficiencies related to the implementation of the erp system, the company has modified employee security roles to limit access within the system and has continued development and refinement of system reports.",since identifying the deficiencies related to the implementation of the erp system the company has modified employee security roles to limit access within the system and has continued development and refinement of system reports,2012-12-31,928054,"upon evaluation, the company's management identified control deficiencies regarding . segregation of duties relating to the new erp system and development of system reports required to carry out the financial close process efficiently and effectively and . preparation of account reconciliations and analysis of variances from historical and expected results in connection with the monthly close process.",upon evaluation the company s management identified control deficiencies regarding segregation of duties relating to the new erp system and development of system reports required to carry out the financial close process efficiently and effectively and preparation of account reconciliations and analysis of variances from historical and expected results in connection with the monthly close process,228,0,0,OTHER,0,background,0,0,0,False,False,7.0,0,1,test,REMEDIATION,0.0842634291375954,0.8752733321322409,0.0404632387301636,0.8752733321322409,0.7910099029946455,0,1,e5_logreg,REMEDIATION,0,0,other,codex_remediation_worker_batch_010,guideline_v1_1_remediation_reaudit_round3,,REMEDIATION,0,0,other,,True,True,True,True,True
802,0001754195_2023_4,24,a leadership resource to lead internal controls efforts; and .,a leadership resource to lead internal controls efforts and,2023-12-31,1754195,additions to our cost accounting team with appropriate technical knowledge to support inventory accounting requirements; .,additions to our cost accounting team with appropriate technical knowledge to support inventory accounting requirements,59,1,0,REMEDIATION,0,other,0,1,0,False,False,8.0,0,0,trainval,REMEDIATION,0.0119456326325796,0.7041805633197105,0.2838738040477098,0.7041805633197105,0.4203067592720006,1,0,e5_logreg,REMEDIATION,0,0,other,codex_remediation_worker_batch_022,guideline_v1_1_remediation_reaudit_round3,,REMEDIATION,0,0,other,,True,True,True,True,True
803,0001754195_2023_4,25,"external resources to assist in the remediation efforts and internal control execution, as well as additional training to personnel.",external resources to assist in the remediation efforts and internal control execution as well as additional training to personnel,2023-12-31,1754195,a leadership resource to lead internal controls efforts; and .,a leadership resource to lead internal controls efforts and,130,1,0,REMEDIATION,0,other,0,1,0,False,True,8.0,0,0,trainval,REMEDIATION,0.0056630925906764,0.8043809292131124,0.1899559781962111,0.8043809292131124,0.6144249510169013,0,1,e5_logreg,REMEDIATION,0,0,other,codex_remediation_worker_batch_022,guideline_v1_1_remediation_reaudit_round3,,REMEDIATION,0,0,other,,True,True,True,True,True
826,0000933974_2019_4,26,"the remediation actions in the brooks life sciences segment are expected to include. implementing a new billing system and enterprise resource planning system (erp) which will reduce the complexity of this billing process, (ii) improving the oversight of the accuracy of invoice processing and (iii) improving process documentation and training related to the billing and oversight process.",the remediation actions in the brooks life sciences segment are expected to include implementing a new billing system and enterprise resource planning system erp which will reduce the complexity of this billing process ii improving the oversight of the accuracy of invoice processing and iii improving process documentation and training related to the billing and oversight process,2019-09-30,933974,"management has been implementing and continues to implement measures to ensure that the control deficiencies contributing to the material weaknesses are remediated, such that these controls are implemented and operating effectively.",management has been implementing and continues to implement measures to ensure that the control deficiencies contributing to the material weaknesses are remediated such that these controls are implemented and operating effectively,381,0,0,REMEDIATION,0,other,0,1,0,False,True,23.0,0,0,trainval,REMEDIATION,0.0327912448991787,0.9335251630030672,0.0336835920977541,0.9335251630030672,0.8998415709053129,0,1,e5_logreg,REMEDIATION,0,0,other,codex_remediation_worker_batch_011,guideline_v1_1_remediation_reaudit_round3,,REMEDIATION,0,0,other,,True,True,True,True,True
832,0000874734_2005_4,12,"as a result of this matter and to reduce the risk of recurrence, certain additional review procedures were instituted effective with the preparation of the financial statements for the quarter ended september 30, 2005.",as a result of this matter and to reduce the risk of recurrence certain additional review procedures were instituted effective with the preparation of the financial statements for the quarter ended <month> <num> <year>,2005-12-31,874734,"specifically, sufficient review, investigation and follow-up on underlying account analyses were not performed pursuant to established procedures.",specifically sufficient review investigation and follow up on underlying account analyses were not performed pursuant to established procedures,218,0,1,OTHER,0,effect,0,0,0,False,False,22.0,0,1,trainval,REMEDIATION,0.1262499802560781,0.673513808699623,0.200236211044299,0.673513808699623,0.4732775976553239,1,0,e5_logreg,REMEDIATION,0,0,other,codex_remediation_worker_batch_007,guideline_v1_1_remediation_reaudit_round3,,REMEDIATION,0,0,other,,True,True,True,True,True
846,0000874734_2005_4,27,we will continue to monitor the improvements in the internal control over financial reporting to ensure remediation of the material weakness.,we will continue to monitor the improvements in the internal control over financial reporting to ensure remediation of the material weakness,2005-12-31,874734,management is committed to finalizing its remediation action plan and implementing the necessary enhancements to its domestic and corporate accounting departments and its policies and procedures to fully remediate the material weakness discussed above.,management is committed to finalizing its remediation action plan and implementing the necessary enhancements to its domestic and corporate accounting departments and its policies and procedures to fully remediate the material weakness discussed above,140,1,0,REMEDIATION,0,other,0,1,0,False,True,22.0,0,0,trainval,REMEDIATION,0.0222302435567915,0.5357414197793381,0.4420283366638703,0.5357414197793381,0.0937130831154677,1,0,e5_logreg,REMEDIATION,0,0,other,codex_remediation_worker_batch_008,guideline_v1_1_remediation_reaudit_round3,,REMEDIATION,0,0,other,,True,True,True,True,True
871,0001159281_2014_4,10,"remediation of material weaknesses in internal control over financial reporting we are continuing to develop our remediation plan for the material weaknesses described above, which currently includes. · recruitment of additional experienced personnel for certain accounting positions; · restructuring of our accounting department; and · providing enhanced training for employees regarding our accounting policies and procedures.",remediation of material weaknesses in internal control over financial reporting we are continuing to develop our remediation plan for the material weaknesses described above which currently includes recruitment of additional experienced personnel for certain accounting positions restructuring of our accounting department and providing enhanced training for employees regarding our accounting policies and procedures,2014-12-31,1159281,their report appears elsewhere herein.,their report appears elsewhere herein,417,0,0,REMEDIATION,0,other,0,1,0,False,True,10.0,0,0,trainval,REMEDIATION,0.0440573825456403,0.758156222124192,0.1977863953301676,0.758156222124192,0.5603698267940244,1,0,e5_logreg,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,,REMEDIATION,0,0,other,,True,True,True,True,True
901,0000077281_2021_4,12,"these deficiencies related to. identifying and assessing risks of misstatement to ensure management review controls are designed, implemented, and operating at a level to effectively respond to those risks, (ii) monitoring the consistent operation of internal control over financial reporting and remediation of known control deficiencies, and (iii) evaluating the reliability of information used in management review controls.",these deficiencies related to identifying and assessing risks of misstatement to ensure management review controls are designed implemented and operating at a level to effectively respond to those risks ii monitoring the consistent operation of internal control over financial reporting and remediation of known control deficiencies and iii evaluating the reliability of information used in management review controls,2021-12-31,77281,we identified deficiencies in the design or operating effectiveness of certain management review controls.,we identified deficiencies in the design or operating effectiveness of certain management review controls,417,0,1,OTHER,1,background,1,1,0,False,True,12.0,1,0,trainval,REMEDIATION,0.2123802574822095,0.7265742154012758,0.0610455271165147,0.7265742154012758,0.5141939579190662,1,0,e5_logreg,ISSUE,0,0,other,codex_remediation_worker_batch_001,guideline_v1_1_remediation_reaudit_round3,describes deficiency areas,ISSUE,0,0,other,,True,True,True,True,True
