row_id,label_main,flag_mixed_ab,flag_needs_context,c_subtype,annotator,label_version,note
277,OTHER,0,0,status,codex_remediation_worker_batch_010,guideline_v1_1_remediation_reaudit_round3,generic intent to improve without a concrete action
289,REMEDIATION,0,0,other,codex_remediation_worker_batch_007,guideline_v1_1_remediation_reaudit_round3,
290,REMEDIATION,0,0,other,codex_remediation_worker_batch_007,guideline_v1_1_remediation_reaudit_round3,
293,ISSUE,0,0,other,codex_remediation_worker_batch_011,guideline_v1_1_remediation_reaudit_round3,States a resource deficiency requiring additional staff
309,ISSUE,0,0,other,codex_remediation_worker_batch_001,guideline_v1_1_remediation_reaudit_round3,states review deficiency
323,REMEDIATION,0,0,other,codex_remediation_worker_batch_017,guideline_v1_1_remediation_reaudit_round3,
325,REMEDIATION,0,0,other,codex_remediation_worker_batch_017,guideline_v1_1_remediation_reaudit_round3,
329,REMEDIATION,0,0,other,codex_remediation_worker_batch_003,guideline_v1_1_remediation_reaudit_round3,
330,REMEDIATION,0,0,other,codex_remediation_worker_batch_003,guideline_v1_1_remediation_reaudit_round3,
331,REMEDIATION,0,0,other,codex_remediation_worker_batch_003,guideline_v1_1_remediation_reaudit_round3,
332,REMEDIATION,0,0,other,codex_remediation_worker_batch_003,guideline_v1_1_remediation_reaudit_round3,
333,REMEDIATION,0,0,other,codex_remediation_worker_batch_003,guideline_v1_1_remediation_reaudit_round3,
334,REMEDIATION,0,0,other,codex_remediation_worker_batch_003,guideline_v1_1_remediation_reaudit_round3,
335,REMEDIATION,0,0,other,codex_remediation_worker_batch_003,guideline_v1_1_remediation_reaudit_round3,
336,REMEDIATION,0,0,other,codex_remediation_worker_batch_003,guideline_v1_1_remediation_reaudit_round3,
337,REMEDIATION,0,0,other,codex_remediation_worker_batch_003,guideline_v1_1_remediation_reaudit_round3,
338,OTHER,0,0,status,codex_remediation_worker_batch_003,guideline_v1_1_remediation_reaudit_round3,Reports successful implementation status rather than action
339,REMEDIATION,0,0,other,codex_remediation_worker_batch_003,guideline_v1_1_remediation_reaudit_round3,
340,REMEDIATION,0,0,other,codex_remediation_worker_batch_003,guideline_v1_1_remediation_reaudit_round3,
341,REMEDIATION,0,0,other,codex_remediation_worker_batch_003,guideline_v1_1_remediation_reaudit_round3,
342,REMEDIATION,0,0,other,codex_remediation_worker_batch_004,guideline_v1_1_remediation_reaudit_round3,
343,REMEDIATION,0,0,other,codex_remediation_worker_batch_004,guideline_v1_1_remediation_reaudit_round3,
348,OTHER,0,1,status,codex_remediation_worker_batch_004,guideline_v1_1_remediation_reaudit_round3,Status-only; improvements are only identified above.
354,REMEDIATION,0,0,other,codex_remediation_worker_batch_008,guideline_v1_1_remediation_reaudit_round3,
355,REMEDIATION,0,0,other,codex_remediation_worker_batch_009,guideline_v1_1_remediation_reaudit_round3,
356,REMEDIATION,0,0,other,codex_remediation_worker_batch_009,guideline_v1_1_remediation_reaudit_round3,
357,REMEDIATION,0,0,other,codex_remediation_worker_batch_009,guideline_v1_1_remediation_reaudit_round3,
358,REMEDIATION,0,0,other,codex_remediation_worker_batch_009,guideline_v1_1_remediation_reaudit_round3,
361,OTHER,0,1,other,codex_remediation_worker_batch_009,guideline_v1_1_remediation_reaudit_round3,list intro only
362,REMEDIATION,0,0,other,codex_remediation_worker_batch_009,guideline_v1_1_remediation_reaudit_round3,
363,REMEDIATION,0,0,other,codex_remediation_worker_batch_009,guideline_v1_1_remediation_reaudit_round3,
364,OTHER,0,0,status,codex_remediation_worker_batch_009,guideline_v1_1_remediation_reaudit_round3,progress statement on remediation performed
381,REMEDIATION,0,0,other,codex_remediation_worker_batch_004,guideline_v1_1_remediation_reaudit_round3,
387,REMEDIATION,0,0,other,codex_remediation_worker_batch_001,guideline_v1_1_remediation_reaudit_round3,
389,REMEDIATION,0,0,other,codex_remediation_worker_batch_001,guideline_v1_1_remediation_reaudit_round3,
390,OTHER,0,0,status,codex_remediation_worker_batch_001,guideline_v1_1_remediation_reaudit_round3,testing status only
397,REMEDIATION,0,0,other,codex_remediation_worker_batch_022,guideline_v1_1_remediation_reaudit_round3,
398,REMEDIATION,0,0,other,codex_remediation_worker_batch_023,guideline_v1_1_remediation_reaudit_round3,
399,REMEDIATION,0,0,other,codex_remediation_worker_batch_023,guideline_v1_1_remediation_reaudit_round3,
415,REMEDIATION,0,0,other,codex_remediation_worker_batch_011,guideline_v1_1_remediation_reaudit_round3,
420,ISSUE,0,0,other,codex_remediation_worker_batch_011,guideline_v1_1_remediation_reaudit_round3,Describes adverse impact on the control environment
421,OTHER,0,0,background,codex_remediation_worker_batch_011,guideline_v1_1_remediation_reaudit_round3,Background on multiple acquired systems
422,OTHER,0,1,other,codex_remediation_worker_batch_011,guideline_v1_1_remediation_reaudit_round3,Lead-in referring to actions noted below
423,OTHER,0,1,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,Section header only.
424,REMEDIATION,0,0,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,
425,OTHER,0,0,status,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,Progress statement without a concrete control step.
426,OTHER,0,1,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,Lead-in to following items.
427,REMEDIATION,0,0,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,
428,REMEDIATION,0,0,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,
429,OTHER,0,1,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,"Unspecified ""other changes"" needs surrounding context."
430,REMEDIATION,0,0,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,
431,OTHER,0,1,status,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,Timing/status for prior control; object comes from context.
433,REMEDIATION,0,0,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,
434,OTHER,0,1,effect,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,"Effect of prior system change; ""this"" needs context."
437,REMEDIATION,0,0,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,
438,REMEDIATION,0,0,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,
439,REMEDIATION,0,0,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,
440,OTHER,0,0,background,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,Background description of existing systems.
442,OTHER,0,0,effect,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,Expected benefit only.
444,REMEDIATION,0,0,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,
445,OTHER,0,1,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,Fragmented sentence; final action/object is truncated.
446,OTHER,0,1,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,Broken fragment; standalone meaning is insufficient.
449,REMEDIATION,0,0,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,
450,REMEDIATION,0,0,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,
451,REMEDIATION,0,0,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,
452,REMEDIATION,0,0,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,
453,REMEDIATION,0,0,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,
454,REMEDIATION,0,0,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,
455,REMEDIATION,0,0,other,codex_remediation_worker_batch_013,guideline_v1_1_remediation_reaudit_round3,
456,REMEDIATION,0,0,other,codex_remediation_worker_batch_013,guideline_v1_1_remediation_reaudit_round3,
470,OTHER,0,1,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,lead-in to following remediation actions
471,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
472,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
473,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
474,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
475,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
479,OTHER,0,1,other,codex_remediation_worker_batch_013,guideline_v1_1_remediation_reaudit_round3,Action object is truncated at U.S. and needs context.
481,OTHER,0,1,other,codex_remediation_worker_batch_013,guideline_v1_1_remediation_reaudit_round3,Training subject is truncated at U.S. and needs context.
493,REMEDIATION,0,0,other,codex_remediation_worker_batch_001,guideline_v1_1_remediation_reaudit_round3,
494,REMEDIATION,0,0,other,codex_remediation_worker_batch_001,guideline_v1_1_remediation_reaudit_round3,
506,REMEDIATION,0,0,other,codex_remediation_worker_batch_017,guideline_v1_1_remediation_reaudit_round3,
507,REMEDIATION,0,0,other,codex_remediation_worker_batch_017,guideline_v1_1_remediation_reaudit_round3,
508,OTHER,0,0,status,codex_remediation_worker_batch_017,guideline_v1_1_remediation_reaudit_round3,Additional time needed to demonstrate sustainability
516,OTHER,0,1,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,list intro fragment
517,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
518,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
519,OTHER,0,1,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,staffing fragment without explicit action
520,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
521,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
522,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
531,REMEDIATION,0,0,other,codex_remediation_worker_batch_015,guideline_v1_1_remediation_reaudit_round3,
537,REMEDIATION,0,0,other,codex_remediation_worker_batch_015,guideline_v1_1_remediation_reaudit_round3,
538,OTHER,1,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,weakness background mixed with hiring and advisor actions
539,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
550,OTHER,0,0,background,codex_remediation_worker_batch_008,guideline_v1_1_remediation_reaudit_round3,"Assessment procedure description, not remediation."
563,OTHER,0,0,background,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,investigation background
564,OTHER,0,0,background,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,investigation scope background
565,OTHER,0,0,status,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,employment status only
577,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
578,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
579,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
580,OTHER,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,vague future changes only
583,OTHER,0,0,background,codex_remediation_worker_batch_004,guideline_v1_1_remediation_reaudit_round3,Background staffing description.
584,OTHER,0,0,background,codex_remediation_worker_batch_004,guideline_v1_1_remediation_reaudit_round3,Current control process description; not a remediation step.
585,ISSUE,0,0,other,codex_remediation_worker_batch_005,guideline_v1_1_remediation_reaudit_round3,admin access created a segregation of duties gap
587,REMEDIATION,0,0,other,codex_remediation_worker_batch_005,guideline_v1_1_remediation_reaudit_round3,
588,REMEDIATION,0,0,other,codex_remediation_worker_batch_005,guideline_v1_1_remediation_reaudit_round3,
589,REMEDIATION,0,0,other,codex_remediation_worker_batch_005,guideline_v1_1_remediation_reaudit_round3,
590,OTHER,0,0,background,codex_remediation_worker_batch_005,guideline_v1_1_remediation_reaudit_round3,generic control philosophy not a concrete remediation action
596,REMEDIATION,0,0,other,codex_remediation_worker_batch_005,guideline_v1_1_remediation_reaudit_round3,
597,REMEDIATION,0,0,other,codex_remediation_worker_batch_005,guideline_v1_1_remediation_reaudit_round3,
598,REMEDIATION,0,0,other,codex_remediation_worker_batch_005,guideline_v1_1_remediation_reaudit_round3,
611,REMEDIATION,0,0,other,codex_remediation_worker_batch_004,guideline_v1_1_remediation_reaudit_round3,
612,REMEDIATION,0,0,other,codex_remediation_worker_batch_004,guideline_v1_1_remediation_reaudit_round3,
613,REMEDIATION,0,0,other,codex_remediation_worker_batch_004,guideline_v1_1_remediation_reaudit_round3,
614,REMEDIATION,0,0,other,codex_remediation_worker_batch_004,guideline_v1_1_remediation_reaudit_round3,
615,REMEDIATION,0,0,other,codex_remediation_worker_batch_004,guideline_v1_1_remediation_reaudit_round3,
616,REMEDIATION,0,0,other,codex_remediation_worker_batch_004,guideline_v1_1_remediation_reaudit_round3,
618,REMEDIATION,0,0,other,codex_remediation_worker_batch_004,guideline_v1_1_remediation_reaudit_round3,
619,REMEDIATION,0,0,other,codex_remediation_worker_batch_004,guideline_v1_1_remediation_reaudit_round3,
620,OTHER,0,0,status,codex_remediation_worker_batch_004,guideline_v1_1_remediation_reaudit_round3,Ongoing remediation status; no specific step stated.
621,REMEDIATION,0,0,other,codex_remediation_worker_batch_004,guideline_v1_1_remediation_reaudit_round3,
622,REMEDIATION,0,0,other,codex_remediation_worker_batch_004,guideline_v1_1_remediation_reaudit_round3,
623,REMEDIATION,0,0,other,codex_remediation_worker_batch_004,guideline_v1_1_remediation_reaudit_round3,
624,REMEDIATION,0,0,other,codex_remediation_worker_batch_004,guideline_v1_1_remediation_reaudit_round3,
625,REMEDIATION,0,0,other,codex_remediation_worker_batch_004,guideline_v1_1_remediation_reaudit_round3,
626,REMEDIATION,0,0,other,codex_remediation_worker_batch_004,guideline_v1_1_remediation_reaudit_round3,
628,OTHER,0,1,other,codex_remediation_worker_batch_001,guideline_v1_1_remediation_reaudit_round3,connector fragment only
639,REMEDIATION,0,0,other,codex_remediation_worker_batch_001,guideline_v1_1_remediation_reaudit_round3,
640,REMEDIATION,0,0,other,codex_remediation_worker_batch_001,guideline_v1_1_remediation_reaudit_round3,
641,REMEDIATION,0,0,other,codex_remediation_worker_batch_001,guideline_v1_1_remediation_reaudit_round3,
642,REMEDIATION,0,0,other,codex_remediation_worker_batch_001,guideline_v1_1_remediation_reaudit_round3,
643,REMEDIATION,0,0,other,codex_remediation_worker_batch_001,guideline_v1_1_remediation_reaudit_round3,
644,REMEDIATION,0,0,other,codex_remediation_worker_batch_001,guideline_v1_1_remediation_reaudit_round3,
652,OTHER,0,1,attestation,codex_remediation_worker_batch_006,guideline_v1_1_remediation_reaudit_round3,Refers to this assessment and supports management assessment.
658,REMEDIATION,0,0,other,codex_remediation_worker_batch_006,guideline_v1_1_remediation_reaudit_round3,
659,REMEDIATION,0,0,other,codex_remediation_worker_batch_006,guideline_v1_1_remediation_reaudit_round3,
661,OTHER,0,0,status,codex_remediation_worker_batch_006,guideline_v1_1_remediation_reaudit_round3,Remediation progress only with no concrete step.
662,REMEDIATION,0,0,other,codex_remediation_worker_batch_006,guideline_v1_1_remediation_reaudit_round3,
663,REMEDIATION,0,0,other,codex_remediation_worker_batch_006,guideline_v1_1_remediation_reaudit_round3,
672,REMEDIATION,0,0,other,codex_remediation_worker_batch_021,guideline_v1_1_remediation_reaudit_round3,
673,REMEDIATION,0,0,other,codex_remediation_worker_batch_021,guideline_v1_1_remediation_reaudit_round3,
674,REMEDIATION,0,0,other,codex_remediation_worker_batch_021,guideline_v1_1_remediation_reaudit_round3,
679,REMEDIATION,0,0,other,codex_remediation_worker_batch_021,guideline_v1_1_remediation_reaudit_round3,
680,REMEDIATION,0,0,other,codex_remediation_worker_batch_021,guideline_v1_1_remediation_reaudit_round3,
681,OTHER,0,0,effect,codex_remediation_worker_batch_021,guideline_v1_1_remediation_reaudit_round3,"Effect of remediation efforts, not a step."
692,REMEDIATION,0,0,other,codex_remediation_worker_batch_022,guideline_v1_1_remediation_reaudit_round3,
704,REMEDIATION,0,0,other,codex_remediation_worker_batch_001,guideline_v1_1_remediation_reaudit_round3,
705,REMEDIATION,0,0,other,codex_remediation_worker_batch_001,guideline_v1_1_remediation_reaudit_round3,
706,OTHER,0,0,status,codex_remediation_worker_batch_001,guideline_v1_1_remediation_reaudit_round3,remediation status criteria only
727,REMEDIATION,0,0,other,codex_remediation_worker_batch_008,guideline_v1_1_remediation_reaudit_round3,
728,REMEDIATION,0,0,other,codex_remediation_worker_batch_008,guideline_v1_1_remediation_reaudit_round3,
729,REMEDIATION,0,0,other,codex_remediation_worker_batch_008,guideline_v1_1_remediation_reaudit_round3,
742,REMEDIATION,0,0,other,codex_remediation_worker_batch_009,guideline_v1_1_remediation_reaudit_round3,
752,REMEDIATION,0,0,other,codex_remediation_worker_batch_009,guideline_v1_1_remediation_reaudit_round3,
756,OTHER,0,1,background,codex_remediation_worker_batch_017,guideline_v1_1_remediation_reaudit_round3,Generic internal-control definition fragment
763,REMEDIATION,0,0,other,codex_remediation_worker_batch_010,guideline_v1_1_remediation_reaudit_round3,
770,REMEDIATION,0,0,other,codex_remediation_worker_batch_004,guideline_v1_1_remediation_reaudit_round3,
778,OTHER,0,0,status,codex_remediation_worker_batch_020,guideline_v1_1_remediation_reaudit_round3,generic summary of actions taken to reinforce control culture
779,REMEDIATION,0,0,other,codex_remediation_worker_batch_020,guideline_v1_1_remediation_reaudit_round3,
780,REMEDIATION,0,0,other,codex_remediation_worker_batch_020,guideline_v1_1_remediation_reaudit_round3,
781,OTHER,0,0,effect,codex_remediation_worker_batch_020,guideline_v1_1_remediation_reaudit_round3,expected effect of prior remediation measures rather than an action
791,REMEDIATION,0,0,other,codex_remediation_worker_batch_022,guideline_v1_1_remediation_reaudit_round3,
792,REMEDIATION,0,0,other,codex_remediation_worker_batch_022,guideline_v1_1_remediation_reaudit_round3,
793,REMEDIATION,0,0,other,codex_remediation_worker_batch_022,guideline_v1_1_remediation_reaudit_round3,
795,OTHER,0,1,other,codex_remediation_worker_batch_022,guideline_v1_1_remediation_reaudit_round3,Incomplete lead-in; action object follows below.
796,REMEDIATION,0,0,other,codex_remediation_worker_batch_022,guideline_v1_1_remediation_reaudit_round3,
797,REMEDIATION,0,0,other,codex_remediation_worker_batch_022,guideline_v1_1_remediation_reaudit_round3,
798,REMEDIATION,0,0,other,codex_remediation_worker_batch_022,guideline_v1_1_remediation_reaudit_round3,
799,REMEDIATION,0,0,other,codex_remediation_worker_batch_022,guideline_v1_1_remediation_reaudit_round3,
800,OTHER,0,1,other,codex_remediation_worker_batch_022,guideline_v1_1_remediation_reaudit_round3,Lead-in to following resource list.
801,REMEDIATION,0,0,other,codex_remediation_worker_batch_022,guideline_v1_1_remediation_reaudit_round3,
802,REMEDIATION,0,0,other,codex_remediation_worker_batch_022,guideline_v1_1_remediation_reaudit_round3,
