row_id,doc_id,sent_id,text_raw,text_norm,quarter_end,cik,prev_text_raw,prev_text_norm,text_len_chars,short_sentence,heuristic_needs_context,proxy_label_main,proxy_flag_mixed_ab,proxy_c_subtype,legacy_hint_impact,legacy_hint_remediation,legacy_hint_attestation,legacy_hint_find_opinion,legacy_hint_find_remedia_header,legacy_hint_remedia_start_seq,legacy_ab,legacy_negative,split,pred_label,prob_ISSUE,prob_REMEDIATION,prob_OTHER,prob_max,margin_top2,review_flag,auto_accept,model_version,selection_reason,priority_rank,label_main,flag_mixed_ab,flag_needs_context,c_subtype,annotator,label_version,note
538,0001140098_2013_4,28,"for several years we had outsourced many accounting duties and the previous ceo acted as the company cfo as well; . · in november 2013, we hired a new corporate controller, who has extensive experience leading the accounting and finance functions at publicly traded companies and adds accounting expertise to our staff; and . · in december 2013, we engaged external advisors knowledgeable in many technical accounting matters, including derivatives to assist us in the interpretation of key technical accounting standards and associated interpretations and the determination of how to adequately apply such standards; .",for several years we had outsourced many accounting duties and the previous ceo acted as the company cfo as well in <month> <year> we hired a new corporate controller who has extensive experience leading the accounting and finance functions at publicly traded companies and adds accounting expertise to our staff and in <month> <year> we engaged external advisors knowledgeable in many technical accounting matters including derivatives to assist us in the interpretation of key technical accounting standards and associated interpretations and the determination of how to adequately apply such standards,2013-12-31,1140098,"management, with the input, oversight, and support of the audit committee has identified and taken the following steps, which management believes have corrected the material weakness described above subsequent to december 31, 2013. · in june 2013, we hired a new chief financial officer, who has extensive experience leading the accounting and finance functions at publicly traded companies and adds accounting expertise to our staff.",management with the input oversight and support of the audit committee has identified and taken the following steps which management believes have corrected the material weakness described above subsequent to <month> <num> <year> in <month> <year> we hired a new chief financial officer who has extensive experience leading the accounting and finance functions at publicly traded companies and adds accounting expertise to our staff,604,0,0,REMEDIATION,0,other,0,1,0,False,False,19.0,0,0,trainval,REMEDIATION,0.0983252146121987,0.7917990499448749,0.1098757354429263,0.7917990499448749,0.6819233145019485,0,1,e5_logreg,random,25,REMEDIATION,1,0,other,codex_round2_pass1,guideline_v1_1_round2_stage_b_pass1,mixed issue history plus concrete hiring/advisor actions
548,0000890801_2005_4,14,that report appears below.,that report appears below,2005-12-31,890801,"as a result of the material weakness described above, management has concluded that we did not maintain effective internal control over financial reporting as of december 31, 2005 based upon the criteria set forth in coso’s internal control — integrated framework.",as a result of the material weakness described above management has concluded that we did not maintain effective internal control over financial reporting as of <month> <num> <year> based upon the criteria set forth in coso s internal control integrated framework,25,1,0,REMEDIATION,0,other,0,1,0,False,False,8.0,0,0,trainval,OTHER,0.0542100381228742,0.0445379683392467,0.901251993537879,0.901251993537879,0.8470419554150048,0,1,e5_logreg,diversity,26,OTHER,0,0,background,codex_round2_pass1,guideline_v1_1_round2_stage_b_pass1,report placement/background sentence
561,0000899166_2007_4,15,we also received an unqualified audit report from our independent registered public accounting firm on those consolidated financial statements.,we also received an unqualified audit report from our independent registered public accounting firm on those consolidated financial statements,2007-12-31,899166,"despite our assessment that our system of internal control over financial reporting is ineffective and the list of material weaknesses identified above, we believe that our consolidated financial statements contained in this form 10-k filed with the sec fairly present our financial position, results of operations and cash flows for all years covered thereby in all material respects.",despite our assessment that our system of internal control over financial reporting is ineffective and the list of material weaknesses identified above we believe that our consolidated financial statements contained in this form <num> k filed with the sec fairly present our financial position results of operations and cash flows for all years covered thereby in all material respects,142,0,0,OTHER,0,attestation,0,1,1,False,False,2.0,0,0,trainval,ISSUE,0.5145908260269345,0.0118173971370873,0.4735917768359781,0.5145908260269345,0.0409990491909563,1,0,e5_logreg,margin,28,OTHER,0,0,attestation,codex_round2_pass1,guideline_v1_1_round2_stage_b_pass1,audit report statement
626,0000317788_2016_4,36,implement information technology documentation and new controls that have an impact on financial reporting.,implement information technology documentation and new controls that have an impact on financial reporting,2016-03-31,317788,"continue to conduct formal training related to key accounting policies, internal controls, and sec compliance for all key personal which have a direct and indirect impact on the transactions underlying the financial statements.",continue to conduct formal training related to key accounting policies internal controls and sec compliance for all key personal which have a direct and indirect impact on the transactions underlying the financial statements,106,1,0,REMEDIATION,0,other,0,1,0,False,False,15.0,0,0,trainval,REMEDIATION,0.0687238424943024,0.8445098588642644,0.0867662986414331,0.8445098588642644,0.7577435602228313,0,1,e5_logreg,diversity,33,REMEDIATION,0,0,other,codex_round2_pass1,guideline_v1_1_round2_stage_b_pass1,
641,0000028823_2018_4,26,revoking the access to it systems of those individuals that were identified as inappropriate; .,revoking the access to it systems of those individuals that were identified as inappropriate,2018-12-31,28823,improving our timely written communication of changes in financial reporting and related controls affecting both business and financial users; .,improving our timely written communication of changes in financial reporting and related controls affecting both business and financial users,92,1,0,REMEDIATION,0,other,0,1,0,False,False,22.0,0,0,trainval,OTHER,0.2691086314526795,0.3426662469556545,0.3882251215916659,0.3882251215916659,0.0455588746360113,1,0,e5_logreg,margin,34,REMEDIATION,0,0,other,codex_round2_pass1,guideline_v1_1_round2_stage_b_pass1,
655,0000827054_2019_4,10,"total revenues excluded from our assessment of internal control over financial reporting represented approximately 28% of our consolidated revenues for the fiscal year ended march 31, 2019.",total revenues excluded from our assessment of internal control over financial reporting represented approximately <num> of our consolidated revenues for the fiscal year ended <month> <num> <year>,2019-03-31,827054,we have included the financial results of microsemi in our consolidated financial statements from the date of acquisition.,we have included the financial results of microsemi in our consolidated financial statements from the date of acquisition,196,0,0,OTHER,0,background,0,0,0,False,False,15.0,0,1,trainval,OTHER,0.290843825592139,0.0018951703067682,0.7072610041010926,0.7072610041010926,0.4164171785089535,1,0,e5_logreg,diversity,35,OTHER,0,0,background,codex_round2_pass1,guideline_v1_1_round2_stage_b_pass1,scope exclusion/background sentence
726,0000891178_2005_4,28,"beginning in the fourth quarter of the period covered by this annual report on form 10-k and continuing in the first quarter of fiscal year 2006, the company’s management identified and executed the steps necessary to remediate the aforementioned material weakness, including.",beginning in the fourth quarter of the period covered by this annual report on form <num> k and continuing in the first quarter of fiscal year <year> the company s management identified and executed the steps necessary to remediate the aforementioned material weakness including,2005-12-31,891178,"the following changes in our internal control over financial reporting occurred during the fourth quarter of the period covered by this annual report on form 10-k that have materially affected, or are reasonably likely to materially affect, our internal control over financial reporting.",the following changes in our internal control over financial reporting occurred during the fourth quarter of the period covered by this annual report on form <num> k that have materially affected or are reasonably likely to materially affect our internal control over financial reporting,278,0,0,REMEDIATION,0,other,0,1,0,False,True,26.0,0,0,trainval,OTHER,0.2053214877873881,0.3741722900303639,0.4205062221822479,0.4205062221822479,0.0463339321518839,1,0,e5_logreg,margin,39,OTHER,0,1,other,codex_round2_pass1,guideline_v1_1_round2_stage_b_pass1,lead-in to remediation list ending with including
746,0000918958_2006_4,18,"we have restated our audited consolidated financial statements through a cumulative adjustment to increase accumulated deficit as of december 31, 2003 by $4.1 million and decreased our net income by $0.2 million and $0.4 million for the years ended december 31, 2005 and 2004, respectively, to correct these errors.",we have restated our audited consolidated financial statements through a cumulative adjustment to increase accumulated deficit as of <month> <num> <year> by $ <num> <num> million and decreased our net income by $ <num> <num> million and $ <num> <num> million for the years ended <month> <num> <year> and <year> respectively to correct these errors,2006-12-31,918958,"as a result of this material weakness, net income was overstated.",as a result of this material weakness net income was overstated,347,0,0,OTHER,1,effect,1,1,0,False,False,9.0,1,0,trainval,ISSUE,0.8312700280865329,0.0355113953943435,0.1332185765191236,0.8312700280865329,0.6980514515674093,0,1,e5_logreg,diversity,40,ISSUE,0,0,other,codex_round2_pass1,guideline_v1_1_round2_stage_b_pass1,
802,0001754195_2023_4,24,a leadership resource to lead internal controls efforts; and .,a leadership resource to lead internal controls efforts and,2023-12-31,1754195,additions to our cost accounting team with appropriate technical knowledge to support inventory accounting requirements; .,additions to our cost accounting team with appropriate technical knowledge to support inventory accounting requirements,59,1,0,REMEDIATION,0,other,0,1,0,False,False,8.0,0,0,trainval,OTHER,0.0074087712085846,0.4774618882427301,0.5151293405486852,0.5151293405486852,0.037667452305955,1,0,e5_logreg,margin,43,REMEDIATION,0,0,other,codex_round2_pass1,guideline_v1_1_round2_stage_b_pass1,
826,0000933974_2019_4,26,"the remediation actions in the brooks life sciences segment are expected to include. implementing a new billing system and enterprise resource planning system (erp) which will reduce the complexity of this billing process, (ii) improving the oversight of the accuracy of invoice processing and (iii) improving process documentation and training related to the billing and oversight process.",the remediation actions in the brooks life sciences segment are expected to include implementing a new billing system and enterprise resource planning system erp which will reduce the complexity of this billing process ii improving the oversight of the accuracy of invoice processing and iii improving process documentation and training related to the billing and oversight process,2019-09-30,933974,"management has been implementing and continues to implement measures to ensure that the control deficiencies contributing to the material weaknesses are remediated, such that these controls are implemented and operating effectively.",management has been implementing and continues to implement measures to ensure that the control deficiencies contributing to the material weaknesses are remediated such that these controls are implemented and operating effectively,381,0,0,REMEDIATION,0,other,0,1,0,False,True,23.0,0,0,trainval,REMEDIATION,0.040290562819107,0.92968238863993,0.0300270485409628,0.92968238863993,0.8893918258208231,0,1,e5_logreg,diversity,44,REMEDIATION,0,0,other,codex_round2_pass1,guideline_v1_1_round2_stage_b_pass1,
832,0000874734_2005_4,12,"as a result of this matter and to reduce the risk of recurrence, certain additional review procedures were instituted effective with the preparation of the financial statements for the quarter ended september 30, 2005.",as a result of this matter and to reduce the risk of recurrence certain additional review procedures were instituted effective with the preparation of the financial statements for the quarter ended <month> <num> <year>,2005-12-31,874734,"specifically, sufficient review, investigation and follow-up on underlying account analyses were not performed pursuant to established procedures.",specifically sufficient review investigation and follow up on underlying account analyses were not performed pursuant to established procedures,218,0,1,OTHER,0,effect,0,0,0,False,False,22.0,0,1,trainval,REMEDIATION,0.2536793467021497,0.608650796120939,0.1376698571769113,0.608650796120939,0.3549714494187893,0,1,e5_logreg,diversity,45,REMEDIATION,0,0,other,codex_round2_pass1,guideline_v1_1_round2_stage_b_pass1,
870,0001159281_2014_4,9,their report appears elsewhere herein.,their report appears elsewhere herein,2014-12-31,1159281,"mcgladrey llp, the independent registered public accounting firm that audited the consolidated financial statements included in this annual report on form 10&#8209;k, has issued an attestation report on our internal control over financial reporting.",mcgladrey llp the independent registered public accounting firm that audited the consolidated financial statements included in this annual report on form <num> <year> k has issued an attestation report on our internal control over financial reporting,37,1,0,OTHER,0,background,0,0,0,False,False,10.0,0,1,trainval,OTHER,0.1133165896611426,0.071484959423495,0.8151984509153624,0.8151984509153624,0.7018818612542198,1,0,e5_logreg,diversity,46,OTHER,0,0,attestation,codex_round2_pass1,guideline_v1_1_round2_stage_b_pass1,attestation report placement sentence
875,0001069899_2020_4,1,"management’s report on internal control over financial reporting our management is responsible for establishing and maintaining adequate internal control over financial reporting as described in rules 13a-15. and 15d-15. under the securities exchange act of 1934, as amended, or the exchange act.",management s report on internal control over financial reporting our management is responsible for establishing and maintaining adequate internal control over financial reporting as described in rules 13a <num> and 15d <num> under the securities exchange act of <year> as amended or the exchange act,2020-06-30,1069899,,,299,0,0,OTHER,0,background,0,0,0,False,False,18.0,0,1,trainval,OTHER,0.0480195074229715,0.2430907038993323,0.7088897886776961,0.7088897886776961,0.4657990847783637,1,0,e5_logreg,random,47,OTHER,0,0,background,codex_round2_pass1,guideline_v1_1_round2_stage_b_pass1,management report responsibility statement
905,0000077281_2021_4,18,management’s remediation plan management of the company and the board of trustees are committed to maintaining a strong internal control environment and to making further progress in its remediation efforts during 2022.,management s remediation plan management of the company and the board of trustees are committed to maintaining a strong internal control environment and to making further progress in its remediation efforts during <year>,2021-12-31,77281,kpmg llp’s report appears on page f-3 in this annual report on form 10-k.,kpmg llp s report appears on page f <num> in this annual report on form <num> k,220,0,0,REMEDIATION,0,other,0,1,0,False,True,12.0,0,0,trainval,OTHER,0.0020111926305274,0.4748237552178458,0.5231650521516268,0.5231650521516268,0.0483412969337809,1,0,e5_logreg,margin,49,OTHER,0,0,status,codex_round2_pass1,guideline_v1_1_round2_stage_b_pass1,general commitment to remediation progress
906,0000077281_2021_4,19,"during 2021, we undertook activities aimed at the remediation of the material weakness identified as of december 31, 2020.",during <year> we undertook activities aimed at the remediation of the material weakness identified as of <month> <num> <year>,2021-12-31,77281,management’s remediation plan management of the company and the board of trustees are committed to maintaining a strong internal control environment and to making further progress in its remediation efforts during 2022.,management s remediation plan management of the company and the board of trustees are committed to maintaining a strong internal control environment and to making further progress in its remediation efforts during <year>,125,1,0,REMEDIATION,0,other,0,1,0,False,True,12.0,0,0,trainval,OTHER,0.2309058739091209,0.0450592595083759,0.7240348665825032,0.7240348665825032,0.4931289926733821,1,0,e5_logreg,diversity,50,OTHER,0,0,status,codex_round2_pass1,guideline_v1_1_round2_stage_b_pass1,generic remediation activity summary
933,0001494259_2022_4,24,"management subsequently evaluated the additional control deficiencies, status of remediation, and the material weakness which exists as of december 31, 2022, and enhanced the previous remediation plan.",management subsequently evaluated the additional control deficiencies status of remediation and the material weakness which exists as of <month> <num> <year> and enhanced the previous remediation plan,2022-12-31,1494259,"management, with the oversight of the audit committee of our board of directors, evaluated the material weakness identified during the second quarter of 2022, and implemented a remediation plan to address the material weakness and enhance our control environment.",management with the oversight of the audit committee of our board of directors evaluated the material weakness identified during the second quarter of <year> and implemented a remediation plan to address the material weakness and enhance our control environment,200,0,0,REMEDIATION,0,other,0,1,0,False,True,8.0,0,0,trainval,REMEDIATION,0.137515791657494,0.4527396808930526,0.4097445274494533,0.4527396808930526,0.0429951534435992,1,0,e5_logreg,margin,52,REMEDIATION,0,0,other,codex_round2_pass1,guideline_v1_1_round2_stage_b_pass1,management enhanced prior remediation plan
994,0000096831_2006_4,10,"additionally, this control deficiency could result in a misstatement of the aforementioned accounts that would result in a material misstatement of our interim and annual consolidated financial statements that would not be prevented or detected.",additionally this control deficiency could result in a misstatement of the aforementioned accounts that would result in a material misstatement of our interim and annual consolidated financial statements that would not be prevented or detected,2006-12-31,96831,"this control deficiency resulted in the restatement of our 2005 quarterly consolidated financial statements, the consolidated financial statements for the first and second quarters of 2006 and adjustments to the consolidated financial statements for the third quarter of 2006, affecting accrued liabilities, tax expense (benefit), and income from discontinued operations, net of tax.",this control deficiency resulted in the restatement of our <year> quarterly consolidated financial statements the consolidated financial statements for the first and second quarters of <year> and adjustments to the consolidated financial statements for the third quarter of <year> affecting accrued liabilities tax expense benefit and income from discontinued operations net of tax,243,0,0,ISSUE,0,other,1,0,0,False,False,,0,0,trainval,ISSUE,0.9624057311014358,0.0024521936257711,0.035142075272793,0.9624057311014358,0.9272636558286428,0,1,e5_logreg,diversity,55,ISSUE,0,0,other,codex_round2_pass1,guideline_v1_1_round2_stage_b_pass1,
1010,0000798081_2009_4,32,"in addition, in july 2008, an internal auditor was hired in china who will report directly to the us corporate internal audit department and who will work closely with us management.",in addition in <month> <year> an internal auditor was hired in china who will report directly to the us corporate internal audit department and who will work closely with us management,2009-01-31,798081,"further, us corporate management is now also reviewing the china gaap financial statements.",further us corporate management is now also reviewing the china gaap financial statements,184,0,0,REMEDIATION,0,other,0,1,0,False,False,13.0,0,0,trainval,REMEDIATION,0.0091161192482072,0.5135813078397703,0.4773025729120224,0.5135813078397703,0.0362787349277479,1,0,e5_logreg,margin,56,REMEDIATION,0,0,other,codex_round2_pass1,guideline_v1_1_round2_stage_b_pass1,
1016,0001129633_2015_4,2,"internal control over financial reporting is defined as a process designed by or under the supervision of the company’s principal executive and principal financial officers or persons performing similar functions, and effected by the company’s board of directors, management and other personnel to provide reasonable assurance regarding the reliability of financial reporting and the preparation of consolidated financial statements for external reporting purposes in accordance with u.s.",internal control over financial reporting is defined as a process designed by or under the supervision of the company s principal executive and principal financial officers or persons performing similar functions and effected by the company s board of directors management and other personnel to provide reasonable assurance regarding the reliability of financial reporting and the preparation of consolidated financial statements for external reporting purposes in accordance with u s,2015-12-31,1129633,,,485,0,0,OTHER,0,background,0,0,0,False,False,9.0,0,1,test,REMEDIATION,0.0330866378036294,0.5021839461023224,0.4647294160940481,0.5021839461023224,0.0374545300082743,1,0,e5_logreg,margin,57,OTHER,0,0,background,codex_round2_pass1,guideline_v1_1_round2_stage_b_pass1,definition/framework text
1023,0001129633_2015_4,22,this report states that internal control over financial reporting was not effective and appears on page 80 of this annual report on form 10-k.,this report states that internal control over financial reporting was not effective and appears on page <num> of this annual report on form <num> k,2015-12-31,1129633,"the company’s independent registered public accounting firm, kpmg llp, who audited the consolidated financial statements included in this annual report on form 10-k, has issued a report on the effectiveness of management’s internal control over financial reporting as of december 31, 2015.",the company s independent registered public accounting firm kpmg llp who audited the consolidated financial statements included in this annual report on form <num> k has issued a report on the effectiveness of management s internal control over financial reporting as of <month> <num> <year>,147,0,1,REMEDIATION,0,other,0,1,0,True,False,9.0,0,0,test,OTHER,0.4778879662991011,0.0013386750747327,0.5207733586261662,0.5207733586261662,0.0428853923270651,1,0,e5_logreg,margin,58,OTHER,0,0,attestation,codex_round2_pass1,guideline_v1_1_round2_stage_b_pass1,auditor report content statement
1028,0001129633_2015_4,29,"principally, the remediation efforts included.",principally the remediation efforts included,2015-12-31,1129633,ineffective controls over the processing of journal entries and the preparation and review of account reconciliations.,ineffective controls over the processing of journal entries and the preparation and review of account reconciliations,44,1,0,REMEDIATION,0,other,0,1,0,False,True,9.0,0,0,test,OTHER,0.0095831614569714,0.317959054270746,0.6724577842722826,0.6724577842722826,0.3544987300015366,1,0,e5_logreg,diversity,59,OTHER,0,1,other,codex_round2_pass1,guideline_v1_1_round2_stage_b_pass1,lead-in header for remediation list
1032,0001129633_2015_4,33,insufficient complement of personnel with a level of u.s.,insufficient complement of personnel with a level of u s,2015-12-31,1129633,&#9702; the company made revisions to the balance sheet account reconciliation policy to better align the reconciliation controls with the risks that the company identified both in the financial statements and the reconciliation process.,<year> the company made revisions to the balance sheet account reconciliation policy to better align the reconciliation controls with the risks that the company identified both in the financial statements and the reconciliation process,56,1,0,REMEDIATION,0,other,0,1,0,False,False,9.0,0,0,test,ISSUE,0.5753059216533262,0.0151275982905469,0.4095664800561269,0.5753059216533262,0.1657394415971992,1,0,e5_logreg,random,60,ISSUE,0,0,other,codex_round2_pass1,guideline_v1_1_round2_stage_b_pass1,
1088,0001129633_2015_4,90,&#9702; implemented monitoring controls to validate appropriate granting and removal of access.,<year> implemented monitoring controls to validate appropriate granting and removal of access,2015-12-31,1129633,&#9702; enhanced internal control over the request and approval of system access to key applications and system infrastructure.,<year> enhanced internal control over the request and approval of system access to key applications and system infrastructure,93,1,0,REMEDIATION,0,other,0,1,0,False,False,9.0,0,0,test,OTHER,0.0094043925065481,0.3739866243913117,0.6166089831021402,0.6166089831021402,0.2426223587108285,1,0,e5_logreg,random,63,REMEDIATION,0,0,other,codex_round2_pass1,guideline_v1_1_round2_stage_b_pass1,
