row_id,doc_id,sent_id,quarter_end,cik,text_raw,text_norm,split,label_main,flag_mixed_ab,flag_needs_context,c_subtype,annotator,label_version,note
138,0001376339_2020_4,35,2020-12-31,1376339,"management reinforced the importance of integrity, accountability, and adherence to the redesigned internal controls, policies, and procedures through the adoption of a revised code of business conduct and ethics.",management reinforced the importance of integrity accountability and adherence to the redesigned internal controls policies and procedures through the adoption of a revised code of business conduct and ethics,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_019,guideline_v1_1_remediation_reaudit_round3,
139,0001376339_2020_4,36,2020-12-31,1376339,"all board members, employees, including all executives, newly hired employees, and agents, are required to certify that they have read, understand and will abide by the code upon hire and then re-certify the same annually thereafter.",all board members employees including all executives newly hired employees and agents are required to certify that they have read understand and will abide by the code upon hire and then re certify the same annually thereafter,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_019,guideline_v1_1_remediation_reaudit_round3,
140,0001376339_2020_4,37,2020-12-31,1376339,the company also enhanced the onboarding training provided to newly hired salespeople to emphasize the importance of compliance with the various regulations specific to the life sciences industry to which the company is subject.,the company also enhanced the onboarding training provided to newly hired salespeople to emphasize the importance of compliance with the various regulations specific to the life sciences industry to which the company is subject,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_019,guideline_v1_1_remediation_reaudit_round3,
141,0001376339_2020_4,38,2020-12-31,1376339,"management conducted and will continue to schedule training sessions with the company's sales department to ensure that they are familiar with the company's current sales related policies and procedures, including those which are significant to the company's financial reporting objectives.",management conducted and will continue to schedule training sessions with the company s sales department to ensure that they are familiar with the company s current sales related policies and procedures including those which are significant to the company s financial reporting objectives,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_019,guideline_v1_1_remediation_reaudit_round3,
142,0001376339_2020_4,39,2020-12-31,1376339,"portions of these training sessions are facilitated by the chief accounting officer (“cao”), who presents on topics such as the company's current sales return policy, acceptable credit terms for customers, events that would trigger commission claw-backs, customer credit limit modification approval protocol, and the importance of proper revenue recognition.",portions of these training sessions are facilitated by the chief accounting officer cao who presents on topics such as the company s current sales return policy acceptable credit terms for customers events that would trigger commission claw backs customer credit limit modification approval protocol and the importance of proper revenue recognition,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_019,guideline_v1_1_remediation_reaudit_round3,
143,0001376339_2020_4,42,2020-12-31,1376339,"both the ethics and compliance committee and the board have also both helped in reviewing, approving and training on the new code of business conduct and ethics.",both the ethics and compliance committee and the board have also both helped in reviewing approving and training on the new code of business conduct and ethics,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_019,guideline_v1_1_remediation_reaudit_round3,
144,0001376339_2020_4,44,2020-12-31,1376339,"in addition to enhancing processes and controls over adoption of new accounting standards and the proper application of existing accounting standards, the company enhanced the technical capabilities of its accounting department by leveraging third party consultants with expertise in gaap, as well as by hiring a new chief financial officer and expanding its full-time accounting leadership team by hiring a chief accounting officer, and director of sec reporting.",in addition to enhancing processes and controls over adoption of new accounting standards and the proper application of existing accounting standards the company enhanced the technical capabilities of its accounting department by leveraging third party consultants with expertise in gaap as well as by hiring a new chief financial officer and expanding its full time accounting leadership team by hiring a chief accounting officer and director of sec reporting,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_019,guideline_v1_1_remediation_reaudit_round3,
145,0001376339_2020_4,45,2020-12-31,1376339,"furthermore, the company lessened its reliance on third-party consultants for its technical accounting needs during 2020 by transitioning roles previously assigned to outside consultants to full-time employees with similar technical accounting competencies.",furthermore the company lessened its reliance on third party consultants for its technical accounting needs during <year> by transitioning roles previously assigned to outside consultants to full time employees with similar technical accounting competencies,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_019,guideline_v1_1_remediation_reaudit_round3,
146,0001376339_2020_4,46,2020-12-31,1376339,"management developed a contract management policy that defines who is required to review new, extended, or amended contracts (including those with distributors and agents).",management developed a contract management policy that defines who is required to review new extended or amended contracts including those with distributors and agents,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_019,guideline_v1_1_remediation_reaudit_round3,
148,0001376339_2020_4,51,2020-12-31,1376339,"beginning in 2018 and continuing through 2020, management collaborated with outside consultants possessing significant financial reporting and internal control expertise to perform an extensive review of the design of the company's internal controls over financial reporting.",beginning in <year> and continuing through <year> management collaborated with outside consultants possessing significant financial reporting and internal control expertise to perform an extensive review of the design of the company s internal controls over financial reporting,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_019,guideline_v1_1_remediation_reaudit_round3,
151,0001376339_2020_4,54,2020-12-31,1376339,"the company enhanced its financial close process by formalizing its accounting policies, introducing additional layers of independent reviews by appropriately qualified individuals, improving the precision and timeliness of reviews applied to various financial result analyses, and providing required education and training to the members of the finance department.",the company enhanced its financial close process by formalizing its accounting policies introducing additional layers of independent reviews by appropriately qualified individuals improving the precision and timeliness of reviews applied to various financial result analyses and providing required education and training to the members of the finance department,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_019,guideline_v1_1_remediation_reaudit_round3,
152,0001376339_2020_4,55,2020-12-31,1376339,"the company enhanced the design and adherence to controls addressing the accuracy and completeness of the accounting for income taxes, including retention of evidence of review and review of significant judgements to ensure proper application of gaap.",the company enhanced the design and adherence to controls addressing the accuracy and completeness of the accounting for income taxes including retention of evidence of review and review of significant judgements to ensure proper application of gaap,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_019,guideline_v1_1_remediation_reaudit_round3,
153,0001376339_2020_4,56,2020-12-31,1376339,management continued to enhance its oversight of the completeness and accuracy of data material to financial reporting by establishing criteria in the performance of controls to evaluate the accuracy and completeness of data.,management continued to enhance its oversight of the completeness and accuracy of data material to financial reporting by establishing criteria in the performance of controls to evaluate the accuracy and completeness of data,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_019,guideline_v1_1_remediation_reaudit_round3,
154,0001376339_2020_4,58,2020-12-31,1376339,the company continues to conduct required training and education for control owners in critical financial reporting roles.,the company continues to conduct required training and education for control owners in critical financial reporting roles,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_020,guideline_v1_1_remediation_reaudit_round3,
155,0001376339_2020_4,59,2020-12-31,1376339,"the company has enhanced its review of salesperson activity which may indicate noncompliance with the company's sales policies, such as a quarterly review of data by the cfo, cao, and svp of sales and other key metrics both by region and at the individual salesperson level and has added controls to monitor potential instances of noncompliance.",the company has enhanced its review of salesperson activity which <month> indicate noncompliance with the company s sales policies such as a quarterly review of data by the cfo cao and svp of sales and other key metrics both by region and at the individual salesperson level and has added controls to monitor potential instances of noncompliance,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_020,guideline_v1_1_remediation_reaudit_round3,
156,0001376339_2020_4,61,2020-12-31,1376339,"once user profiles and their associated permissions were reconfigured, management employed procedures to ensure the continued appropriateness of all applicable system and network access.",once user profiles and their associated permissions were reconfigured management employed procedures to ensure the continued appropriateness of all applicable system and network access,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_020,guideline_v1_1_remediation_reaudit_round3,
162,0000093676_2014_4,18,2014-06-30,93676,a global corporate finance policy (“policy”) was issued to bytewise and other domestic and foreign subsidiaries in the fourth quarter of fiscal 2014.,a global corporate finance policy policy was issued to bytewise and other domestic and foreign subsidiaries in the fourth quarter of fiscal <year>,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_002,guideline_v1_1_remediation_reaudit_round3,
164,0000093676_2014_4,20,2014-06-30,93676,corporate management plans to assist bytewise staff with implementation of these and any other procedures necessary to completely remediate deficiencies in internal controls in fiscal 2015.,corporate management plans to assist bytewise staff with implementation of these and any other procedures necessary to completely remediate deficiencies in internal controls in fiscal <year>,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_002,guideline_v1_1_remediation_reaudit_round3,
172,0000739608_2014_4,20,2014-08-31,739608,"to remediate this material weakness in the company’s internal control over financial reporting relating to inventory, the company implemented additional quarterly and monthly procedures to review and ensure the accuracy of prices used to value ending inventory, to reconcile inventory held at third party locations and to properly resolve related reconciling items.",to remediate this material weakness in the company s internal control over financial reporting relating to inventory the company implemented additional quarterly and monthly procedures to review and ensure the accuracy of prices used to value ending inventory to reconcile inventory held at third party locations and to properly resolve related reconciling items,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_004,guideline_v1_1_remediation_reaudit_round3,
173,0000739608_2014_4,21,2014-08-31,739608,"the company has completed the documentation and testing of the design and effectiveness of the corrective actions described above and, as of august 31, 2014, has concluded that the previously disclosed material weakness related to inventory has been remediated as of august 31, 2014.",the company has completed the documentation and testing of the design and effectiveness of the corrective actions described above and as of <month> <num> <year> has concluded that the previously disclosed material weakness related to inventory has been remediated as of <month> <num> <year>,trainval,REMEDIATION,0,0,other,codex_other_worker_batch_005,guideline_v1_1_other_reaudit_round3,completed documentation and testing of corrective actions.
175,0000739608_2014_4,23,2014-08-31,739608,"management’s plans for remediation of the material weakness management is continuing its efforts to implement effective controls throughout the organization, which efforts include additional training of key control owners, reassigning some key controls to different owners and retaining external expertise.",management s plans for remediation of the material weakness management is continuing its efforts to implement effective controls throughout the organization which efforts include additional training of key control owners reassigning some key controls to different owners and retaining external expertise,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_004,guideline_v1_1_remediation_reaudit_round3,
176,0000739608_2014_4,24,2014-08-31,739608,"during 2014, the company retained a number of new resources throughout the organization in its efforts to sufficiently promote effective internal control over financial reporting.",during <year> the company retained a number of new resources throughout the organization in its efforts to sufficiently promote effective internal control over financial reporting,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_004,guideline_v1_1_remediation_reaudit_round3,
177,0000739608_2014_4,25,2014-08-31,739608,"as of august 31, 2014, management has concluded that the company has completed and documented its assessments of risk at an appropriate level of detail and designed controls with the right level of precision and responsive to those risks.",as of <month> <num> <year> management has concluded that the company has completed and documented its assessments of risk at an appropriate level of detail and designed controls with the right level of precision and responsive to those risks,trainval,REMEDIATION,0,0,other,codex_other_worker_batch_005,guideline_v1_1_other_reaudit_round3,completed risk assessment and control design.
186,0001401257_2017_4,17,2017-12-31,1401257,"these plans include the implementation of additional controls and procedures to address the development of fair value measurements utilized in the application of the acquisition method of accounting for business combinations, and for purposes of testing goodwill for impairment.",these plans include the implementation of additional controls and procedures to address the development of fair value measurements utilized in the application of the acquisition method of accounting for business combinations and for purposes of testing goodwill for impairment,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_020,guideline_v1_1_remediation_reaudit_round3,
187,0001401257_2017_4,18,2017-12-31,1401257,"these new controls and procedures will be tested when we perform our annual goodwill impairment testing for the year ending december 31, 2018, or earlier should a business acquisition occur or an interim impairment assessment become necessary.",these new controls and procedures will be tested when we perform our annual goodwill impairment testing for the year ending <month> <num> <year> or earlier should a business acquisition occur or an interim impairment assessment become necessary,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_020,guideline_v1_1_remediation_reaudit_round3,
247,0001137861_2006_4,11,2006-12-31,1137861,"remediation of controls over the calculation of depreciation expense in response to the material weakness noted above, we performed an in-depth review of the company’s policies and procedures for determining depreciation expense and adjusted the calculation to include the correct cost basis for the surgical instruments.",remediation of controls over the calculation of depreciation expense in response to the material weakness noted above we performed an in depth review of the company s policies and procedures for determining depreciation expense and adjusted the calculation to include the correct cost basis for the surgical instruments,trainval,REMEDIATION,0,0,other,worker_batch_023,guideline_v1_1_issue_reaudit_round3,Concrete corrective action and review.
248,0001137861_2006_4,12,2006-12-31,1137861,"additionally, the method for capturing the proper cost basis of these assets has been revised to appropriately calculate depreciation expense in the future.",additionally the method for capturing the proper cost basis of these assets has been revised to appropriately calculate depreciation expense in the future,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_015,guideline_v1_1_remediation_reaudit_round3,
249,0001137861_2006_4,13,2006-12-31,1137861,the calculation of depreciation expense will continue to be reviewed on a monthly basis as part of our internal control over financial reporting.,the calculation of depreciation expense will continue to be reviewed on a monthly basis as part of our internal control over financial reporting,trainval,REMEDIATION,0,0,other,codex_other_worker_batch_016,guideline_v1_1_other_reaudit_round3,concrete monthly review step = remediation.
250,0001137861_2006_4,14,2006-12-31,1137861,"based upon the corrective actions identified above, we believe that the controls we have implemented have been designed to remediate the material weakness as of the filing date of this annual report.",based upon the corrective actions identified above we believe that the controls we have implemented have been designed to remediate the material weakness as of the filing date of this annual report,trainval,REMEDIATION,0,0,other,codex_other_worker_batch_016,guideline_v1_1_other_reaudit_round3,implemented controls described as remediating the weakness.
263,0000922487_2007_4,17,2007-12-31,922487,"during the quarter ended december 31, 2007, the company initiated the following corrective changes to its internal control over financial reporting to remediate the material weaknesses that existed at september 30, 2007.",during the quarter ended <month> <num> <year> the company initiated the following corrective changes to its internal control over financial reporting to remediate the material weaknesses that existed at <month> <num> <year>,trainval,REMEDIATION,0,0,other,codex_other_worker_batch_011,guideline_v1_1_other_reaudit_round3,Concrete corrective changes were initiated.
264,0000922487_2007_4,18,2007-12-31,922487,the company appointed a new head of its special assets division.,the company appointed a new head of its special assets division,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_009,guideline_v1_1_remediation_reaudit_round3,
266,0000922487_2007_4,20,2007-12-31,922487,the company hired a chief credit officer.,the company hired a chief credit officer,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_009,guideline_v1_1_remediation_reaudit_round3,
268,0000922487_2007_4,22,2007-12-31,922487,the company engaged an independent third party consultant to assist in the preparation of an updated allowance for loan and lease policy.,the company engaged an independent third party consultant to assist in the preparation of an updated allowance for loan and lease policy,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_009,guideline_v1_1_remediation_reaudit_round3,
269,0000922487_2007_4,23,2007-12-31,922487,this updated policy will include policies and procedures related to the financial reporting for impaired loans; and .,this updated policy will include policies and procedures related to the financial reporting for impaired loans and,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_009,guideline_v1_1_remediation_reaudit_round3,
270,0000922487_2007_4,24,2007-12-31,922487,the company revised its policies and procedures relating to accounting for investments in joint ventures and real estate partnerships.,the company revised its policies and procedures relating to accounting for investments in joint ventures and real estate partnerships,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_009,guideline_v1_1_remediation_reaudit_round3,
274,0000922487_2007_4,28,2007-12-31,922487,"management has taken the following steps to remediate this weakness. 1) it is expanding the financial department staff by two people, 2) it has augmented the process with the use of third-party advisors to assist the financial staff as needed and 3) it is adding new technology to facilitate financial statement preparation and the financial reporting process.",management has taken the following steps to remediate this weakness <num> it is expanding the financial department staff by two people <num> it has augmented the process with the use of third party advisors to assist the financial staff as needed and <num> it is adding new technology to facilitate financial statement preparation and the financial reporting process,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_010,guideline_v1_1_remediation_reaudit_round3,
288,0000850033_2014_4,18,2014-12-31,850033,"remediation plan for material weaknesses in internal control over financial reporting to remediate the material weakness described above and enhance the trust’s internal control over financial reporting and disclosure controls and procedures, the trustee has developed a remediation plan pursuant to which trust officers of the trustee responsible for the administration of the trust are conducting a thorough review of the trust agreement, the overriding royalty conveyance, the trust conveyance and other material agreements relating to the royalty interest to determine if there are any other contractual provisions that will potentially impact future royalty interest and royalty payments received by the trust.",remediation plan for material weaknesses in internal control over financial reporting to remediate the material weakness described above and enhance the trust s internal control over financial reporting and disclosure controls and procedures the trustee has developed a remediation plan pursuant to which trust officers of the trustee responsible for the administration of the trust are conducting a thorough review of the trust agreement the overriding royalty conveyance the trust conveyance and other material agreements relating to the royalty interest to determine if there are any other contractual provisions that will potentially impact future royalty interest and royalty payments received by the trust,test,REMEDIATION,0,0,other,codex_other_worker_batch_008,guideline_v1_1_other_reaudit_round3,developed remediation plan and thorough review are concrete remediation
289,0000850033_2014_4,19,2014-12-31,850033,"subsequent to this initial review, such trust officers, on an ongoing basis, will perform prompt, thorough and in depth reviews of any supplements or amendments to the trust agreement, the overriding royalty conveyance, the trust conveyance or any other material agreements relating to the royalty interest.",subsequent to this initial review such trust officers on an ongoing basis will perform prompt thorough and in depth reviews of any supplements or amendments to the trust agreement the overriding royalty conveyance the trust conveyance or any other material agreements relating to the royalty interest,test,REMEDIATION,0,0,other,codex_remediation_worker_batch_007,guideline_v1_1_remediation_reaudit_round3,
290,0000850033_2014_4,20,2014-12-31,850033,"such trust officers will promptly and thoroughly review and discuss any such supplements, amendments or agreements with representatives of bp alaska to confirm that such trust officers understand the significance of such supplements, amendments or agreements and the impact they may have with respect to the royalty interest and royalty payments received by the trust.",such trust officers will promptly and thoroughly review and discuss any such supplements amendments or agreements with representatives of bp alaska to confirm that such trust officers understand the significance of such supplements amendments or agreements and the impact they <month> have with respect to the royalty interest and royalty payments received by the trust,test,REMEDIATION,0,0,other,codex_remediation_worker_batch_007,guideline_v1_1_remediation_reaudit_round3,
